School Number,School Type,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment
466646,Public,0,0,0,0,0,0,160,160
44706,Public,10,10,10,10,10,10,0,10
505896,Public,10,10,10,10,10,10,10,10
486140,Public,60,40,65,45,65,50,0,0
488747,Public,30,25,30,25,20,25,0,0
677477,Public,0,0,0,0,0,0,0,30
495891,Public,60,50,40,65,45,75,0,0
496685,Public,40,55,45,50,50,55,0,0
497738,Public,90,90,90,80,90,80,0,0
497800,Public,45,30,35,35,40,40,0,0
509159,Public,35,55,35,40,40,45,0,0
533718,Public,65,65,80,70,70,75,105,85
379959,Public,45,40,55,45,50,50,85,85
518905,Public,25,35,30,35,15,35,0,0
524751,Public,65,55,60,65,65,60,0,0
528781,Public,0,0,0,0,0,0,155,165
621609,Public,20,30,30,40,35,25,30,30
534242,Public,0,0,0,0,0,0,190,200
536717,Public,45,55,40,35,50,40,75,95
540099,Public,65,65,55,60,50,75,0,0
543730,Public,0,0,0,0,0,0,170,190
547506,Public,55,65,55,70,55,55,0,0
561070,Public,25,25,20,25,30,15,0,0
118524,Public,80,80,80,70,80,90,85,70
606189,Public,65,65,65,65,75,85,0,0
591955,Public,70,55,70,75,80,70,90,70
595098,Public,0,0,0,0,0,0,290,245
602230,Public,70,70,70,70,65,55,0,0
602906,Public,50,50,55,60,45,55,0,0
616257,Public,0,0,0,0,0,0,230,210
278280,Public,75,95,90,100,85,100,0,0
612502,Public,60,55,55,50,65,60,0,0
615889,Public,45,35,45,40,40,35,0,0
618810,Public,20,20,30,40,30,30,80,95
718610,Catholic,20,25,20,20,30,25,40,20
704334,Catholic,50,60,60,60,60,50,60,70
730777,Catholic,20,20,20,15,25,15,30,15
708704,Catholic,35,35,40,25,20,25,15,20
756059,Catholic,30,35,25,20,20,20,20,15
792080,Catholic,35,35,40,40,50,40,40,35
739395,Catholic,35,45,40,45,65,55,60,75
803189,Catholic,25,30,15,25,20,20,30,30
801550,Catholic,30,35,30,35,45,40,50,50
801429,Catholic,25,15,15,20,20,25,15,15
808318,Catholic,55,55,40,40,40,45,50,45
808830,Catholic,35,35,35,35,20,20,30,40
825476,Catholic,30,25,30,30,30,30,25,25
825344,Catholic,20,20,20,20,20,20,25,20
833690,Catholic,30,35,30,40,25,30,40,40
837210,Catholic,25,25,20,15,25,20,25,35
841200,Catholic,35,30,40,30,35,40,30,35
868000,Catholic,45,50,50,35,35,35,25,35
829752,Catholic,15,15,20,20,20,25,20,25
801101,Catholic,0,0,0,0,0,0,75,80
848914,Catholic,0,0,0,0,0,0,75,95
697168,Catholic,40,30,20,30,15,10,10,10
689622,Catholic,0,0,0,0,0,0,135,140
711454,Catholic,30,45,40,45,40,40,40,55
704245,Catholic,60,65,75,75,65,80,65,70
717835,Catholic,25,35,35,30,40,40,40,40
721735,Catholic,25,20,25,20,25,30,25,25
725510,Catholic,35,45,45,60,45,50,60,50
737984,Catholic,30,50,50,45,50,40,65,50
747343,Catholic,40,40,35,45,55,50,50,70
747700,Catholic,25,20,25,20,25,25,30,30
690910,Catholic,10,10,10,10,15,10,20,10
757616,Catholic,30,30,40,25,40,35,65,55
769576,Catholic,35,35,30,40,25,35,30,40
771392,Catholic,55,45,35,40,45,30,35,30
772950,Catholic,15,20,15,15,15,20,30,20
783692,Catholic,40,35,40,45,50,55,60,45
793361,Catholic,40,50,50,50,45,45,50,45
799475,Catholic,40,40,60,50,50,45,0,0
781533,Catholic,75,85,80,85,85,95,95,85
803243,Catholic,50,60,40,60,45,60,45,55
802859,Catholic,40,40,35,30,25,20,35,30
803790,Catholic,10,10,10,10,15,10,10,10
806188,Catholic,75,55,65,60,65,40,40,25
819492,Catholic,65,70,60,45,70,65,0,0
825964,Catholic,25,25,15,25,15,15,10,25
844160,Catholic,20,25,20,30,20,25,40,25
847704,Catholic,60,55,65,55,60,70,70,80
849910,Catholic,35,30,40,40,40,40,0,0
778931,Catholic,70,55,65,55,60,75,0,0
859095,Catholic,50,60,70,90,70,75,60,75
839397,Catholic,50,60,40,55,40,25,15,10
859575,Catholic,35,35,30,45,40,35,45,50
866008,Catholic,35,25,45,45,40,35,45,40
686263,Catholic,10,15,15,25,30,30,30,50
689777,Catholic,10,185,235,15,15,15,15,20
874361,Catholic,30,45,60,65,75,55,75,70
693820,Catholic,45,40,55,55,65,50,55,65
696919,Catholic,65,65,50,65,60,65,60,70
705470,Catholic,170,10,10,15,20,20,15,20
703672,Catholic,20,15,10,15,25,265,20,25
856052,Catholic,30,35,40,35,55,35,55,60
706540,Catholic,15,10,15,15,15,20,25,30
710024,Catholic,25,30,30,35,25,30,50,30
708062,Catholic,35,25,30,30,15,30,25,20
688745,Catholic,75,70,70,65,80,50,65,55
716995,Catholic,20,40,30,40,40,30,55,60
756440,Catholic,45,60,55,65,65,45,50,40
718432,Catholic,45,40,30,40,30,30,35,35
721530,Catholic,35,30,45,40,35,35,50,45
726206,Catholic,25,30,25,40,20,25,40,20
737690,Catholic,35,40,45,50,30,55,40,40
741752,Catholic,25,35,30,40,35,30,45,55
744026,Catholic,45,45,55,60,45,60,55,55
741744,Catholic,40,50,50,45,35,40,45,35
744484,Catholic,15,15,20,30,25,20,20,20
742236,Catholic,25,30,25,25,45,35,45,50
741710,Catholic,15,15,25,15,25,45,25,30
748536,Catholic,0,0,0,0,0,0,110,60
732281,Catholic,15,25,30,30,30,25,30,45
766636,Catholic,85,95,70,75,60,65,50,40
749966,Catholic,30,20,25,25,30,35,0,0
753161,Catholic,20,30,40,30,30,55,50,60
822728,Catholic,20,30,30,30,30,25,30,30
762016,Catholic,20,20,20,30,35,30,35,35
765201,Catholic,25,35,25,25,35,35,40,35
874396,Catholic,25,25,20,35,25,40,30,45
769606,Catholic,25,25,20,25,30,25,35,35
774049,Catholic,25,25,25,30,25,50,30,30
773689,Catholic,25,20,20,25,25,30,25,20
777161,Catholic,15,25,25,25,30,30,25,45
773832,Catholic,30,30,35,30,30,30,0,0
836324,Catholic,65,65,60,95,80,70,80,65
703966,Catholic,40,35,55,45,50,35,45,50
781460,Catholic,15,20,15,20,25,25,25,35
854147,Catholic,50,50,80,60,65,75,65,80
783137,Catholic,25,20,45,45,55,60,75,75
784303,Catholic,15,15,20,20,20,25,30,25
783927,Catholic,40,20,35,35,30,40,35,30
786020,Catholic,20,20,20,20,30,30,25,30
788082,Catholic,30,35,35,40,25,45,35,45
789003,Catholic,55,55,50,50,75,55,60,55
789488,Catholic,45,35,50,45,50,50,70,70
792306,Catholic,50,50,45,50,35,30,45,50
793809,Catholic,35,45,35,45,40,50,40,55
795887,Catholic,20,20,25,25,40,55,45,40
798495,Catholic,25,20,25,35,30,30,35,35
774824,Catholic,20,30,20,30,40,35,60,65
761079,Catholic,30,30,50,40,30,45,50,50
727300,Catholic,15,25,25,25,25,20,30,25
750581,Catholic,15,20,25,20,20,25,15,25
724220,Catholic,55,50,60,65,55,50,55,25
809489,Catholic,15,15,20,25,20,25,20,25
809381,Catholic,45,55,50,65,55,45,50,50
806366,Catholic,30,40,40,30,40,35,20,45
815411,Catholic,50,45,40,45,45,40,40,35
785572,Catholic,25,35,40,40,45,40,65,60
816450,Catholic,40,45,65,50,90,80,75,95
725161,Catholic,30,15,30,40,20,35,25,35
821969,Catholic,25,30,35,40,30,40,30,45
757573,Catholic,40,40,35,45,45,55,35,40
823430,Catholic,35,45,40,70,55,55,50,45
830437,Catholic,60,55,55,55,70,60,65,70
827169,Catholic,25,20,30,25,35,35,50,30
728752,Catholic,55,70,70,80,75,80,75,85
832383,Catholic,10,10,15,20,20,20,225,170
835048,Catholic,15,20,20,30,40,40,40,50
736888,Catholic,35,50,55,65,65,75,75,85
835498,Catholic,20,40,40,40,45,35,45,40
836273,Catholic,30,30,40,30,30,30,25,25
795471,Catholic,35,35,45,45,35,50,60,60
838314,Catholic,30,40,40,35,35,35,25,30
837431,Catholic,15,25,25,25,40,25,45,35
843067,Catholic,10,10,10,210,255,10,30,25
845531,Catholic,20,20,25,35,20,30,30,30
814080,Catholic,25,25,35,30,35,40,40,55
848832,Catholic,25,20,20,30,25,15,30,25
851167,Catholic,35,25,35,25,45,40,50,55
864080,Catholic,60,40,45,50,30,45,0,0
737242,Catholic,45,40,60,60,60,65,80,70
3913,Public,0,80,55,60,75,70,80,65
14176,Public,65,80,60,75,55,65,65,45
68710,Public,45,50,50,60,60,45,55,55
112387,Public,45,60,65,65,75,55,80,65
663,Public,60,65,70,85,60,65,65,75
20702,Public,30,30,35,45,50,40,30,50
26530,Public,20,20,15,65,55,45,50,55
28231,Public,50,65,50,50,40,40,45,50
28282,Public,45,40,35,30,50,45,45,45
54623,Public,40,35,55,50,40,65,60,50
30694,Public,25,20,20,25,25,15,25,30
570115,Public,80,70,75,60,60,60,50,45
36447,Public,15,30,20,45,80,110,85,80
36455,Public,30,30,35,25,20,25,30,30
36471,Public,20,15,25,30,20,15,0,0
33561,Public,50,60,60,85,85,70,75,95
120199,Public,85,85,85,120,80,100,85,75
47910,Public,0,0,0,110,95,100,95,105
557674,Public,100,90,85,115,80,70,90,80
50199,Public,20,25,20,30,15,20,25,20
616722,Public,50,65,55,80,75,60,65,70
55131,Public,70,65,65,70,75,75,60,90
55395,Public,65,55,65,90,60,80,60,75
418445,Public,55,50,55,50,55,65,60,60
56405,Public,30,30,30,35,30,35,40,35
34347,Public,20,15,30,30,25,35,40,40
71870,Public,35,45,45,60,45,40,55,50
211434,Public,40,60,60,60,50,75,75,80
86517,Public,50,60,70,65,75,90,75,90
90050,Public,80,85,75,75,80,95,85,95
74527,Public,55,55,50,65,55,70,70,65
101990,Public,40,30,30,65,60,60,60,55
115541,Public,25,20,25,20,25,30,25,35
111430,Public,95,40,50,60,60,60,75,80
77011,Public,40,40,40,55,50,55,70,65
122858,Public,110,45,50,50,45,40,40,45
123609,Public,40,30,40,60,40,50,60,55
128511,Public,35,50,50,100,70,95,100,100
128457,Public,35,40,65,50,45,35,60,45
246078,Public,55,70,70,85,100,85,85,80
236411,Public,20,10,15,10,20,15,20,10
136875,Public,35,30,35,30,25,25,35,45
139343,Public,130,130,20,15,25,35,20,35
140783,Public,35,30,50,35,40,50,55,60
72086,Public,40,45,45,60,100,85,75,85
136883,Public,145,60,60,60,50,50,60,65
563982,Public,75,75,85,60,70,70,70,55
619132,Public,35,40,30,35,30,30,35,40
156019,Public,25,25,25,30,25,30,35,25
270680,Public,0,85,90,80,90,85,80,60
281909,Public,45,35,35,45,50,40,45,45
192937,Public,30,25,30,25,35,35,30,45
201545,Public,35,40,40,50,35,45,35,40
54640,Public,70,40,55,60,60,60,50,70
204170,Public,25,30,70,75,70,55,85,65
201776,Public,135,130,35,40,40,30,35,40
213730,Public,25,35,30,25,25,25,65,60
213772,Public,45,55,40,105,120,100,135,90
217220,Public,15,25,20,30,30,20,25,25
213861,Public,25,20,15,55,40,55,60,65
442954,Public,45,45,45,60,60,50,55,55
217972,Public,40,60,60,75,65,70,70,70
237086,Public,30,30,25,30,30,30,30,50
184305,Public,95,125,105,35,50,55,40,35
23016,Public,40,65,55,70,65,60,45,60
252794,Public,25,35,30,40,40,50,50,60
254078,Public,45,70,70,75,75,70,70,85
255971,Public,70,50,55,55,50,45,50,45
256005,Public,35,30,40,40,45,40,35,50
234460,Public,35,40,50,40,40,40,35,40
280224,Public,15,15,15,10,20,0,0,0
281913,Public,40,35,25,45,40,35,50,55
282545,Public,25,20,15,30,35,30,25,30
13719,Public,45,65,60,55,70,70,60,70
364741,Public,75,90,75,85,65,85,80,80
283118,Public,25,20,20,20,20,15,25,25
286079,Public,125,25,25,35,35,30,35,30
281581,Public,0,90,75,80,75,70,65,60
291080,Public,45,45,45,50,50,55,45,40
89442,Public,40,50,50,45,45,45,65,60
291145,Public,10,10,10,20,10,20,20,20
297615,Public,20,25,25,20,35,30,40,40
302457,Public,40,50,50,45,65,70,55,50
290254,Public,55,50,55,65,40,55,55,65
303860,Public,35,35,40,45,50,45,60,80
304220,Public,35,30,40,30,40,30,40,35
400308,Public,45,35,50,65,50,65,70,60
307866,Public,0,0,100,115,90,100,115,110
313599,Public,45,35,55,55,45,50,60,60
16874,Public,50,65,70,75,70,75,50,70
382809,Public,135,30,30,30,40,30,30,35
323195,Public,90,85,85,70,50,65,80,55
491629,Public,35,35,50,55,50,50,65,60
361879,Public,55,45,40,60,50,50,70,45
597201,Public,40,40,40,50,45,55,55,60
234850,Public,70,20,25,25,30,25,30,30
342394,Public,35,35,45,35,40,50,55,45
326712,Public,0,105,85,95,80,100,90,70
356263,Public,30,35,30,40,35,40,40,35
364010,Public,50,45,40,55,65,50,55,60
240701,Public,125,130,90,0,0,0,0,0
365190,Public,25,65,50,65,55,45,50,55
185604,Public,40,40,60,50,50,70,80,80
372463,Public,45,40,30,40,40,30,40,35
375896,Public,0,0,0,80,60,85,65,85
456316,Public,50,55,65,45,70,70,60,65
565973,Public,70,85,40,45,35,40,55,50
400645,Public,35,30,45,40,30,45,65,55
422035,Public,40,45,45,45,50,30,40,35
406139,Public,45,45,40,40,55,50,60,60
413348,Public,20,20,25,25,20,25,20,30
413658,Public,35,55,50,60,40,65,45,70
16796,Public,75,75,65,65,75,80,90,75
234591,Public,65,70,55,65,55,55,60,50
431354,Public,70,65,75,75,80,80,75,70
435546,Public,35,50,55,45,40,45,70,50
548103,Public,70,70,90,75,75,75,85,60
205611,Public,45,50,80,75,80,85,80,75
444286,Public,50,40,45,55,35,45,40,60
448966,Public,25,25,45,40,45,45,40,65
450073,Public,0,120,100,105,75,65,85,65
453900,Public,100,20,20,25,15,20,25,20
235245,Public,10,10,10,10,15,10,0,0
472174,Public,40,45,40,45,40,50,45,55
472727,Public,25,40,35,30,25,40,30,30
494607,Public,70,70,95,75,85,80,75,80
479063,Public,50,60,55,60,40,55,50,45
501188,Public,35,45,50,70,45,45,50,65
479454,Public,70,80,30,25,30,35,25,35
479772,Public,25,40,20,30,30,30,25,35
483176,Public,40,50,50,50,50,55,65,75
257447,Public,70,70,80,85,70,75,65,70
52254,Public,70,90,70,0,0,0,0,0
489310,Public,30,25,25,45,55,55,50,65
3104,Public,0,0,140,125,140,120,100,100
491144,Public,30,30,40,35,30,40,30,50
491470,Public,0,0,0,50,45,65,65,70
491993,Public,65,60,60,0,0,0,0,0
356727,Public,50,65,45,50,50,40,55,50
493422,Public,30,20,20,45,35,40,0,0
413133,Public,0,0,115,95,100,110,90,110
298298,Public,20,20,20,20,20,15,0,0
235113,Public,25,15,10,25,25,25,40,45
514292,Public,45,40,40,50,50,60,75,70
511080,Public,35,45,45,60,80,110,80,95
134959,Public,0,0,90,125,115,105,110,95
516821,Public,40,30,40,50,45,50,45,40
537659,Public,60,60,80,100,80,85,95,90
538736,Public,60,60,55,65,75,60,65,75
538833,Public,10,20,10,0,0,0,0,0
539961,Public,15,15,15,20,15,25,25,30
519030,Public,30,20,40,35,40,25,25,30
544256,Public,40,40,40,30,30,30,35,40
298904,Public,40,35,45,45,30,50,50,60
318387,Public,35,30,35,30,40,45,40,45
552836,Public,15,20,25,25,30,30,25,30
548712,Public,30,40,45,45,45,60,55,70
561100,Public,55,70,70,80,70,65,80,100
566500,Public,75,85,85,80,70,70,75,75
340936,Public,20,25,25,50,30,40,45,50
570419,Public,35,40,40,45,55,50,60,60
570460,Public,80,85,80,75,75,65,85,70
462820,Public,140,135,45,30,30,30,25,25
65047,Public,115,110,35,35,30,25,20,20
579246,Public,25,35,30,40,25,35,45,35
586501,Public,35,35,40,45,35,45,45,45
28304,Public,35,25,25,95,55,55,60,50
308026,Public,70,65,70,80,85,70,55,65
595500,Public,15,15,20,15,15,20,25,25
604674,Public,15,20,30,25,15,25,20,15
608017,Public,55,60,50,70,60,60,60,70
607274,Public,15,30,15,25,20,35,30,25
340898,Public,30,50,35,75,50,55,80,95
610593,Public,30,30,20,40,25,40,35,45
614700,Public,25,25,25,35,20,35,35,35
634565,Public,100,95,80,80,85,75,50,65
549380,Public,55,75,75,60,55,55,65,80
617318,Public,55,50,50,50,45,50,55,65
618896,Public,0,0,0,45,40,45,50,60
624101,Public,75,70,65,30,20,10,10,30
