School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
763602,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,330,330,270,265
874085,2021-2022,Catholic,Elementary,90,80,85,85,95,70,65,60,0,0,0,0
757469,2021-2022,Catholic,Elementary,30,35,35,40,40,40,40,40,0,0,0,0
806137,2021-2022,Catholic,Elementary,70,75,70,55,55,50,35,50,0,0,0,0
734499,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,60,105,85,190
690066,2021-2022,Catholic,Elementary,35,40,40,35,35,50,45,50,0,0,0,0
798986,2021-2022,Catholic,Elementary,35,55,40,65,45,30,45,35,0,0,0,0
723673,2021-2022,Catholic,Elementary,50,70,60,70,35,60,45,65,0,0,0,0
371742,2021-2022,Public,Elementary,35,35,40,35,30,45,15,10,0,0,0,0
372005,2021-2022,Public,Elementary,30,30,25,30,25,20,30,25,0,0,0,0
266063,2021-2022,Public,Elementary,80,75,65,60,75,65,0,0,0,0,0,0
943630,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,150,120,120,165
20540,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
63568,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
40331,2021-2022,Public,Elementary,0,0,0,0,0,0,195,225,0,0,0,0
901385,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,185,180,235,300
156728,2021-2022,Public,Elementary,20,25,20,20,30,25,0,0,0,0,0,0
156981,2021-2022,Public,Elementary,10,10,25,10,45,25,0,0,0,0,0,0
190411,2021-2022,Public,Elementary,30,30,35,25,25,20,25,20,0,0,0,0
925179,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,30,25,20,35
88309,2021-2022,Public,Elementary,0,0,0,0,0,0,25,35,0,0,0,0
196169,2021-2022,Public,Elementary,25,25,30,25,20,20,0,0,0,0,0,0
271128,2021-2022,Public,Elementary,20,20,20,10,20,15,35,15,0,0,0,0
70246,2021-2022,Public,Elementary,20,30,25,25,30,35,30,30,0,0,0,0
76074,2021-2022,Public,Elementary,10,15,10,15,15,10,20,10,0,0,0,0
328278,2021-2022,Public,Elementary,10,10,10,10,15,10,10,10,0,0,0,0
328588,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
505820,2021-2022,Public,Elementary,20,25,25,20,30,30,35,30,0,0,0,0
348732,2021-2022,Public,Elementary,15,20,15,15,25,15,0,0,0,0,0,0
351202,2021-2022,Public,Elementary,20,15,10,30,15,15,20,10,0,0,0,0
466346,2021-2022,Public,Elementary,0,10,0,0,10,0,10,10,0,0,0,0
895145,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,0,10
400475,2021-2022,Public,Elementary,15,15,20,25,20,20,15,30,0,0,0,0
946109,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,35,35,40,60
934275,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,135,165,150,170
437329,2021-2022,Public,Elementary,0,0,0,0,0,0,40,55,0,0,0,0
420428,2021-2022,Public,Elementary,50,40,45,40,55,45,0,0,0,0,0,0
441945,2021-2022,Public,Elementary,10,10,10,15,10,10,10,10,0,0,0,0
514187,2021-2022,Public,Elementary,30,35,30,25,25,45,0,0,0,0,0,0
523712,2021-2022,Public,Elementary,15,20,25,15,15,10,15,20,0,0,0,0
385263,2021-2022,Public,Elementary,10,15,15,10,15,15,10,15,0,0,0,0
542172,2021-2022,Public,Elementary,25,30,25,20,25,25,25,25,0,0,0,0
543993,2021-2022,Public,Elementary,50,45,50,45,50,55,0,0,0,0,0,0
577537,2021-2022,Public,Elementary,45,75,40,70,55,50,0,0,0,0,0,0
214588,2021-2022,Public,Elementary,0,0,0,0,0,0,170,170,0,0,0,0
951463,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,190,190,185,230
536326,2021-2022,Public,Elementary,35,20,20,25,30,35,30,40,0,0,0,0
605220,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
317124,2021-2022,Public,Elementary,55,60,75,55,60,55,0,0,0,0,0,0
686042,2021-2022,Catholic,Elementary,50,45,45,50,55,50,40,50,0,0,0,0
688320,2021-2022,Catholic,Elementary,15,15,20,20,10,15,10,20,0,0,0,0
690791,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,255,255,285,305
693910,2021-2022,Catholic,Elementary,40,40,40,50,45,60,45,45,0,0,0,0
703796,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,190,195,185,255
706655,2021-2022,Catholic,Elementary,30,35,30,20,15,25,40,25,0,0,0,0
715247,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,150,145,145,170
718092,2021-2022,Catholic,Elementary,35,35,40,35,45,50,40,45,0,0,0,0
726087,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,165,170,170,165
728098,2021-2022,Catholic,Elementary,35,40,45,60,65,60,60,60,0,0,0,0
730831,2021-2022,Catholic,Elementary,30,35,35,35,50,40,50,45,0,0,0,0
782831,2021-2022,Catholic,Elementary,0,0,0,70,55,55,55,70,0,0,0,0
723242,2021-2022,Catholic,Elementary,10,0,10,10,0,0,0,0,0,0,0,0
737720,2021-2022,Catholic,Elementary,35,35,30,35,30,30,25,30,0,0,0,0
740195,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,210,235,235,295
743577,2021-2022,Catholic,Elementary,35,30,35,35,35,25,40,30,0,0,0,0
742155,2021-2022,Catholic,Elementary,50,40,70,45,60,60,70,60,0,0,0,0
694304,2021-2022,Catholic,Elementary,70,70,70,75,70,70,75,65,0,0,0,0
749427,2021-2022,Catholic,Elementary,20,25,25,20,30,25,35,35,0,0,0,0
862642,2021-2022,Catholic,Elementary,0,0,0,10,10,10,10,10,0,0,0,0
699986,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,0,10,10,135
758264,2021-2022,Catholic,Elementary,25,30,35,30,35,30,25,35,0,0,0,0
790818,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,105,125,150,155
802740,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
773662,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,245,225,265,280
761710,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,130,150,140,185
766453,2021-2022,Catholic,Elementary,50,40,40,30,40,45,55,50,0,0,0,0
766712,2021-2022,Catholic,Elementary,30,25,30,30,40,25,30,50,0,0,0,0
768928,2021-2022,Catholic,Elementary,30,25,30,25,20,20,25,25,0,0,0,0
770612,2021-2022,Catholic,Elementary,15,15,10,20,10,15,20,10,0,0,0,0
770353,2021-2022,Catholic,Elementary,25,30,40,30,40,35,35,35,0,0,0,0
773344,2021-2022,Catholic,Elementary,40,30,35,45,50,40,40,45,0,0,0,0
775550,2021-2022,Catholic,Elementary,15,15,15,20,10,10,15,10,0,0,0,0
719390,2021-2022,Catholic,Elementary,70,60,55,0,0,0,0,0,0,0,0,0
783749,2021-2022,Catholic,Elementary,20,20,15,25,20,15,20,20,0,0,0,0
786349,2021-2022,Catholic,Elementary,25,25,30,30,30,20,30,35,0,0,0,0
787906,2021-2022,Catholic,Elementary,15,15,10,10,15,10,10,10,0,0,0,0
789330,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
793752,2021-2022,Catholic,Elementary,25,15,15,10,15,10,15,15,0,0,0,0
744743,2021-2022,Catholic,Elementary,20,20,25,20,25,15,30,20,0,0,0,0
799211,2021-2022,Catholic,Elementary,15,20,20,25,15,20,15,25,0,0,0,0
715166,2021-2022,Catholic,Elementary,20,30,15,15,15,20,20,25,0,0,0,0
803766,2021-2022,Catholic,Elementary,35,35,40,40,40,50,45,45,0,0,0,0
694177,2021-2022,Catholic,Elementary,55,45,45,45,55,60,50,55,0,0,0,0
809098,2021-2022,Catholic,Elementary,20,10,15,15,10,10,10,15,0,0,0,0
808709,2021-2022,Catholic,Elementary,25,20,20,25,30,25,30,40,0,0,0,0
815222,2021-2022,Catholic,Elementary,0,0,0,10,10,10,10,10,0,0,0,0
816892,2021-2022,Catholic,Elementary,25,40,40,20,30,40,30,35,0,0,0,0
823112,2021-2022,Catholic,Elementary,80,75,65,70,70,60,55,55,0,0,0,0
823783,2021-2022,Catholic,Elementary,50,60,55,50,50,40,40,45,0,0,0,0
827819,2021-2022,Catholic,Elementary,20,20,10,15,15,15,15,20,0,0,0,0
826120,2021-2022,Catholic,Elementary,25,20,15,20,20,20,25,25,0,0,0,0
832880,2021-2022,Catholic,Elementary,25,25,20,30,30,30,25,40,0,0,0,0
836001,2021-2022,Catholic,Elementary,20,15,20,15,10,20,10,20,0,0,0,0
838993,2021-2022,Catholic,Elementary,15,10,20,10,20,15,15,15,0,0,0,0
837563,2021-2022,Catholic,Elementary,20,20,10,20,15,25,20,25,0,0,0,0
844322,2021-2022,Catholic,Elementary,15,25,25,25,30,25,35,35,0,0,0,0
846147,2021-2022,Catholic,Elementary,20,20,25,20,20,30,30,20,0,0,0,0
688784,2021-2022,Catholic,Elementary,15,30,20,30,15,30,25,30,0,0,0,0
852910,2021-2022,Catholic,Elementary,15,25,10,25,25,25,20,15,0,0,0,0
744352,2021-2022,Catholic,Elementary,15,20,15,20,15,15,20,20,0,0,0,0
736465,2021-2022,Catholic,Elementary,15,15,25,20,20,15,20,25,0,0,0,0
724467,2021-2022,Catholic,Elementary,25,15,25,15,20,20,15,20,0,0,0,0
733172,2021-2022,Catholic,Elementary,15,10,10,10,15,10,30,25,0,0,0,0
743054,2021-2022,Catholic,Elementary,20,15,15,15,20,20,20,20,0,0,0,0
748250,2021-2022,Catholic,Elementary,20,25,15,20,20,25,25,20,0,0,0,0
766585,2021-2022,Catholic,Elementary,10,10,15,10,15,10,0,0,0,0,0,0
790176,2021-2022,Catholic,Elementary,10,20,10,10,10,10,0,0,0,0,0,0
795798,2021-2022,Catholic,Elementary,15,10,15,15,10,10,20,15,0,0,0,0
797391,2021-2022,Catholic,Elementary,10,15,15,15,20,25,30,40,0,0,0,0
763659,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,250,205,230,245
754625,2021-2022,Catholic,Elementary,45,30,45,50,35,30,45,30,0,0,0,0
857580,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
810002,2021-2022,Catholic,Elementary,30,40,25,30,25,30,30,25,0,0,0,0
815462,2021-2022,Catholic,Elementary,10,10,10,10,10,15,10,15,0,0,0,0
689491,2021-2022,Catholic,Elementary,10,15,10,10,10,10,10,10,0,0,0,0
706027,2021-2022,Catholic,Elementary,20,25,20,20,25,30,35,35,0,0,0,0
716537,2021-2022,Catholic,Elementary,10,15,10,15,10,10,10,10,0,0,0,0
740454,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,75,85,75,110
863440,2021-2022,Catholic,Elementary,0,0,0,0,0,35,90,90,0,0,0,0
704854,2021-2022,Catholic,Elementary,40,45,50,40,50,0,0,0,0,0,0,0
870480,2021-2022,Catholic,Elementary,0,10,10,0,10,10,10,10,0,0,0,0
758914,2021-2022,Catholic,Elementary,0,0,0,30,35,25,30,15,0,0,0,0
862134,2021-2022,Catholic,Elementary,15,15,20,15,20,10,10,20,0,0,0,0
800902,2021-2022,Catholic,Elementary,35,35,30,0,0,0,0,0,0,0,0,0
815616,2021-2022,Catholic,Elementary,10,15,15,15,20,15,0,0,0,0,0,0
839515,2021-2022,Catholic,Elementary,10,10,15,15,15,10,10,10,0,0,0,0
840688,2021-2022,Catholic,Elementary,15,20,15,20,10,20,15,15,0,0,0,0
742309,2021-2022,Catholic,Elementary,0,10,10,10,10,10,10,10,0,0,0,0
758000,2021-2022,Catholic,Elementary,25,25,35,30,30,45,35,25,0,0,0,0
813770,2021-2022,Catholic,Elementary,45,40,35,40,35,50,45,40,0,0,0,0
839388,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
734252,2021-2022,Catholic,Elementary,55,35,55,55,40,45,40,20,0,0,0,0
724777,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,190,230,220,225
724769,2021-2022,Catholic,Elementary,0,0,0,0,0,0,205,235,0,0,0,0
688193,2021-2022,Catholic,Elementary,20,15,25,20,35,30,0,0,0,0,0,0
845337,2021-2022,Catholic,Elementary,130,150,170,190,155,145,0,0,0,0,0,0
695963,2021-2022,Catholic,Elementary,25,20,25,25,35,30,0,0,0,0,0,0
699241,2021-2022,Catholic,Elementary,25,30,35,35,55,30,0,0,0,0,0,0
699896,2021-2022,Catholic,Elementary,20,30,20,45,35,35,0,0,0,0,0,0
700193,2021-2022,Catholic,Elementary,35,25,30,25,25,20,0,0,0,0,0,0
691100,2021-2022,Catholic,Elementary,20,20,20,20,15,20,0,0,0,0,0,0
707724,2021-2022,Catholic,Elementary,0,0,0,0,0,0,190,165,0,0,0,0
724530,2021-2022,Catholic,Elementary,40,40,45,45,35,50,0,0,0,0,0,0
689971,2021-2022,Catholic,Elementary,30,30,45,35,40,30,0,0,0,0,0,0
760013,2021-2022,Catholic,Elementary,100,85,95,95,120,100,0,0,0,0,0,0
864609,2021-2022,Catholic,Elementary,20,20,35,25,30,25,0,0,0,0,0,0
741485,2021-2022,Catholic,Elementary,50,40,40,40,50,40,0,0,0,0,0,0
711497,2021-2022,Catholic,Elementary,60,55,60,60,70,55,0,0,0,0,0,0
718408,2021-2022,Catholic,Elementary,40,55,25,50,50,55,0,0,0,0,0,0
724742,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,250,295,295,280
724734,2021-2022,Catholic,Elementary,0,0,0,0,0,0,310,320,0,0,0,0
721085,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,170,150,170,175
722561,2021-2022,Catholic,Elementary,0,0,0,0,0,0,185,185,0,0,0,0
689181,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,150,135,150,195
725617,2021-2022,Catholic,Elementary,0,0,0,0,0,0,140,125,0,0,0,0
759538,2021-2022,Catholic,Elementary,40,35,45,35,60,50,0,0,0,0,0,0
809020,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,120,90,100,105
812757,2021-2022,Catholic,Elementary,0,0,0,0,0,0,110,115,0,0,0,0
753823,2021-2022,Catholic,Elementary,25,30,30,35,35,30,0,0,0,0,0,0
707821,2021-2022,Catholic,Elementary,45,40,45,35,40,35,0,0,0,0,0,0
734349,2021-2022,Catholic,Elementary,40,35,35,40,35,45,0,0,0,0,0,0
749168,2021-2022,Catholic,Elementary,25,25,25,30,25,20,0,0,0,0,0,0
752193,2021-2022,Catholic,Elementary,50,55,35,50,45,50,0,0,0,0,0,0
711721,2021-2022,Catholic,Elementary,30,35,40,40,25,25,0,0,0,0,0,0
759970,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,330,335,305,325
760005,2021-2022,Catholic,Elementary,0,0,0,0,0,0,365,330,0,0,0,0
701599,2021-2022,Catholic,Elementary,40,30,40,45,45,70,0,0,0,0,0,0
691232,2021-2022,Catholic,Elementary,65,95,90,95,90,90,0,0,0,0,0,0
773085,2021-2022,Catholic,Elementary,15,15,15,10,20,10,0,0,0,0,0,0
775290,2021-2022,Catholic,Elementary,25,25,30,25,30,35,0,0,0,0,0,0
779326,2021-2022,Catholic,Elementary,45,65,55,65,55,60,0,0,0,0,0,0
780774,2021-2022,Catholic,Elementary,30,30,35,40,30,30,0,0,0,0,0,0
740586,2021-2022,Catholic,Elementary,25,25,20,25,20,25,0,0,0,0,0,0
784451,2021-2022,Catholic,Elementary,40,40,40,45,35,50,0,0,0,0,0,0
785822,2021-2022,Catholic,Elementary,20,15,30,25,15,25,0,0,0,0,0,0
688738,2021-2022,Catholic,Elementary,65,60,70,50,65,70,0,0,0,0,0,0
789070,2021-2022,Catholic,Elementary,40,35,40,30,35,45,0,0,0,0,0,0
754832,2021-2022,Catholic,Elementary,70,55,80,80,70,75,0,0,0,0,0,0
702749,2021-2022,Catholic,Elementary,30,40,45,55,45,50,0,0,0,0,0,0
794406,2021-2022,Catholic,Elementary,40,50,45,45,45,55,0,0,0,0,0,0
796093,2021-2022,Catholic,Elementary,50,40,55,65,30,45,0,0,0,0,0,0
729795,2021-2022,Catholic,Elementary,30,35,50,50,35,45,0,0,0,0,0,0
691186,2021-2022,Catholic,Elementary,45,55,45,50,35,55,0,0,0,0,0,0
753246,2021-2022,Catholic,Elementary,70,70,75,85,90,105,0,0,0,0,0,0
804126,2021-2022,Catholic,Elementary,45,45,45,55,35,35,0,0,0,0,0,0
764914,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,305,300,270,285
764922,2021-2022,Catholic,Elementary,0,0,0,0,0,0,370,350,0,0,0,0
725623,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,150,200,220,215
776976,2021-2022,Catholic,Elementary,0,0,0,0,0,0,125,180,0,0,0,0
708470,2021-2022,Catholic,Elementary,80,95,80,75,85,90,0,0,0,0,0,0
726036,2021-2022,Catholic,Elementary,50,50,40,55,70,55,0,0,0,0,0,0
820792,2021-2022,Catholic,Elementary,30,25,20,25,25,25,0,0,0,0,0,0
821195,2021-2022,Catholic,Elementary,50,35,30,55,45,40,0,0,0,0,0,0
864331,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,165,145,190,170
827843,2021-2022,Catholic,Elementary,0,0,0,0,0,0,165,165,0,0,0,0
708267,2021-2022,Catholic,Elementary,100,90,75,95,80,90,0,0,0,0,0,0
708739,2021-2022,Catholic,Elementary,40,40,50,55,45,50,0,0,0,0,0,0
704873,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,165,140,140,155
828386,2021-2022,Catholic,Elementary,0,0,0,0,0,0,155,165,0,0,0,0
720569,2021-2022,Catholic,Elementary,40,40,35,35,45,40,0,0,0,0,0,0
707694,2021-2022,Catholic,Elementary,15,15,20,20,15,10,15,10,0,0,0,0
833010,2021-2022,Catholic,Elementary,25,15,20,25,15,25,0,0,0,0,0,0
835617,2021-2022,Catholic,Elementary,35,25,25,40,25,35,0,0,0,0,0,0
836265,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,230,170,545
688878,2021-2022,Catholic,Elementary,45,50,40,30,45,40,0,0,0,0,0,0
816132,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,215,225,205,240
841900,2021-2022,Catholic,Elementary,0,0,0,0,0,0,190,195,0,0,0,0
689203,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,170,95,120,110
842915,2021-2022,Catholic,Elementary,0,0,0,0,0,0,120,120,0,0,0,0
843296,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,290,285,285,305
845124,2021-2022,Catholic,Elementary,0,0,0,0,0,0,280,295,0,0,0,0
845620,2021-2022,Catholic,Elementary,50,50,60,65,65,60,0,0,0,0,0,0
847313,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,180,190,190,245
849260,2021-2022,Catholic,Elementary,40,50,60,50,65,55,0,0,0,0,0,0
702250,2021-2022,Catholic,Elementary,40,45,50,60,60,50,0,0,0,0,0,0
856118,2021-2022,Catholic,Elementary,50,60,65,85,75,75,0,0,0,0,0,0
849407,2021-2022,Catholic,Elementary,85,95,95,90,80,50,0,0,0,0,0,0
689173,2021-2022,Catholic,Elementary,30,30,25,30,30,35,0,0,0,0,0,0
700227,2021-2022,Catholic,Elementary,85,75,85,85,105,110,0,0,0,0,0,0
702385,2021-2022,Catholic,Elementary,50,55,70,60,60,70,0,0,0,0,0,0
848612,2021-2022,Catholic,Elementary,0,0,0,0,0,0,275,280,0,0,0,0
843510,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,400,300,320,375
838912,2021-2022,Catholic,Elementary,20,25,40,30,45,40,0,0,0,0,0,0
731374,2021-2022,Catholic,Elementary,40,30,50,50,45,40,0,0,0,0,0,0
814241,2021-2022,Catholic,Elementary,30,50,40,45,45,45,0,0,0,0,0,0
750271,2021-2022,Catholic,Elementary,30,20,30,35,25,30,0,0,0,0,0,0
751375,2021-2022,Catholic,Elementary,40,25,25,35,30,35,0,0,0,0,0,0
741680,2021-2022,Catholic,Elementary,45,45,40,50,45,45,0,0,0,0,0,0
733270,2021-2022,Catholic,Elementary,0,0,0,0,0,0,175,205,0,0,0,0
733288,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,210,265,235,265
689130,2021-2022,Catholic,Elementary,40,35,25,35,30,25,0,0,0,0,0,0
744065,2021-2022,Catholic,Elementary,75,65,80,75,75,85,0,0,0,0,0,0
864510,2021-2022,Catholic,Elementary,25,15,15,20,25,20,0,0,0,0,0,0
566,2021-2022,Public,Elementary,45,55,50,60,55,65,60,60,0,0,0,0
890243,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,195,185,205,235
320510,2021-2022,Public,Elementary,40,45,55,70,80,85,0,0,0,0,0,0
947210,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,825
4626,2021-2022,Public,Elementary,70,45,55,65,55,60,60,55,0,0,0,0
13986,2021-2022,Public,Elementary,70,55,60,55,50,55,65,65,0,0,0,0
20354,2021-2022,Public,Elementary,25,15,25,10,10,10,0,0,0,0,0,0
119207,2021-2022,Public,Elementary,35,40,35,35,55,40,0,0,0,0,0,0
32271,2021-2022,Public,Elementary,60,60,50,55,65,65,0,0,0,0,0,0
36340,2021-2022,Public,Elementary,35,40,40,35,25,25,0,0,0,0,0,0
36862,2021-2022,Public,Elementary,75,65,60,50,0,0,0,0,0,0,0,0
894362,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,150,145,180,220
315877,2021-2022,Public,Elementary,0,0,0,0,0,0,110,135,0,0,0,0
41670,2021-2022,Public,Elementary,20,35,40,35,50,35,0,0,0,0,0,0
40665,2021-2022,Public,Elementary,90,95,95,115,115,125,0,0,0,0,0,0
55069,2021-2022,Public,Elementary,15,35,35,30,45,45,60,55,0,0,0,0
61077,2021-2022,Public,Elementary,30,45,35,35,35,30,0,0,0,0,0,0
34452,2021-2022,Public,Elementary,45,50,50,55,60,50,0,0,0,0,0,0
63908,2021-2022,Public,Elementary,95,85,90,105,90,85,105,145,0,0,0,0
896705,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,105,100,100,160
906514,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,155,160,185,205
76511,2021-2022,Public,Elementary,10,10,10,15,10,15,0,0,0,0,0,0
898317,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,250,285,255,275
84832,2021-2022,Public,Elementary,50,65,65,55,55,65,0,0,0,0,0,0
86240,2021-2022,Public,Elementary,25,45,30,30,35,0,0,0,0,0,0,0
86487,2021-2022,Public,Elementary,70,65,70,0,0,0,0,0,0,0,0,0
86452,2021-2022,Public,Elementary,60,75,75,70,80,80,75,80,0,0,0,0
383252,2021-2022,Public,Elementary,0,0,0,0,0,0,295,325,0,0,0,0
90182,2021-2022,Public,Elementary,25,25,30,35,35,30,0,10,0,0,0,0
282953,2021-2022,Public,Elementary,85,70,85,85,75,100,0,0,0,0,0,0
101869,2021-2022,Public,Elementary,25,40,35,35,25,35,0,0,0,0,0,0
107778,2021-2022,Public,Elementary,15,25,30,15,25,25,0,0,0,0,0,0
671053,2021-2022,Public,Elementary,10,10,10,10,10,10,10,50,0,0,0,0
902586,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,270,250,265,305
121886,2021-2022,Public,Elementary,45,45,55,45,45,40,0,0,0,0,0,0
121940,2021-2022,Public,Elementary,15,20,20,30,35,0,0,0,0,0,0,0
671207,2021-2022,Public,Elementary,10,10,10,10,10,10,10,40,0,0,0,0
131504,2021-2022,Public,Elementary,25,25,25,40,45,40,55,60,0,0,0,0
139432,2021-2022,Public,Elementary,35,40,40,35,35,35,0,0,0,0,0,0
153508,2021-2022,Public,Elementary,10,20,30,10,15,15,0,0,0,0,0,0
151416,2021-2022,Public,Elementary,45,55,65,50,55,45,55,45,0,0,0,0
634184,2021-2022,Public,Elementary,0,0,0,0,0,0,310,300,0,0,0,0
906484,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,350,330,325,355
170763,2021-2022,Public,Elementary,45,55,30,25,35,35,0,0,0,0,0,0
907898,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,35,240
177008,2021-2022,Public,Elementary,80,75,65,70,55,60,0,0,0,0,0,0
50261,2021-2022,Public,Elementary,0,0,0,0,0,95,120,105,0,0,0,0
129674,2021-2022,Public,Elementary,25,35,25,30,35,50,30,40,0,0,0,0
83456,2021-2022,Public,Elementary,65,65,65,70,85,55,0,0,0,0,0,0
193640,2021-2022,Public,Elementary,10,15,10,30,40,35,70,60,0,0,0,0
196266,2021-2022,Public,Elementary,0,0,0,35,75,75,90,110,0,0,0,0
196762,2021-2022,Public,Elementary,10,25,25,30,30,25,0,0,0,0,0,0
197211,2021-2022,Public,Elementary,0,0,0,0,0,0,290,255,0,0,0,0
88560,2021-2022,Public,Elementary,45,40,55,45,45,0,0,0,0,0,0,0
911143,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,25,150
211583,2021-2022,Public,Elementary,30,35,40,0,0,0,0,0,0,0,0,0
216658,2021-2022,Public,Elementary,0,0,0,0,0,0,150,160,0,0,0,0
912697,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,275,290,325,385
224197,2021-2022,Public,Elementary,0,0,0,0,0,0,190,175,0,0,0,0
392197,2021-2022,Public,Elementary,65,60,60,60,65,0,0,0,0,0,0,0
913472,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,185,180,205,330
223930,2021-2022,Public,Elementary,0,0,0,0,0,30,185,225,0,0,0,0
424919,2021-2022,Public,Elementary,10,15,25,15,25,20,0,0,0,0,0,0
62050,2021-2022,Public,Elementary,110,145,145,130,125,120,0,0,0,0,0,0
250848,2021-2022,Public,Elementary,20,10,20,25,20,20,35,35,0,0,0,0
419222,2021-2022,Public,Elementary,30,40,20,20,30,45,55,65,0,0,0,0
252875,2021-2022,Public,Elementary,0,0,0,0,0,180,170,190,0,0,0,0
356980,2021-2022,Public,Elementary,35,30,40,30,25,25,10,20,0,0,0,0
916854,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,100,115,105,145
259810,2021-2022,Public,Elementary,20,35,25,45,70,60,0,0,0,0,0,0
264628,2021-2022,Public,Elementary,65,65,80,95,90,85,85,85,0,0,0,0
273333,2021-2022,Public,Elementary,50,60,45,55,40,40,60,75,0,0,0,0
287202,2021-2022,Public,Elementary,20,40,45,30,65,60,170,170,0,0,0,0
286168,2021-2022,Public,Elementary,45,50,50,45,45,45,0,0,0,0,0,0
918954,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,325,315,340,355
285455,2021-2022,Public,Elementary,90,65,95,95,90,70,0,0,0,0,0,0
579722,2021-2022,Public,Elementary,75,75,50,65,30,35,0,0,0,0,0,0
287563,2021-2022,Public,Elementary,40,40,35,55,50,125,115,130,0,0,0,0
287156,2021-2022,Public,Elementary,0,0,0,75,55,65,75,55,0,0,0,0
302759,2021-2022,Public,Elementary,70,80,75,95,105,85,0,0,0,0,0,0
452440,2021-2022,Public,Elementary,20,10,15,15,15,10,0,0,0,0,0,0
305057,2021-2022,Public,Elementary,50,25,30,35,20,35,0,0,0,0,0,0
926195,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,15
37699,2021-2022,Public,Elementary,55,45,45,45,40,0,0,0,0,0,0,0
