School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
285161,2021-2022,Public,Elementary,75,55,55,65,75,55,95,70,0,0,0,0
223746,2021-2022,Public,Elementary,50,60,85,55,75,85,75,70,0,0,0,0
286087,2021-2022,Public,Elementary,25,15,20,20,25,0,0,0,0,0,0,0
408543,2021-2022,Public,Elementary,65,100,80,95,85,90,110,120,0,0,0,0
291536,2021-2022,Public,Elementary,25,25,25,30,40,20,40,15,0,0,0,0
299855,2021-2022,Public,Elementary,40,45,40,40,50,25,0,0,0,0,0,0
304271,2021-2022,Public,Elementary,30,25,25,30,25,30,0,0,0,0,0,0
312460,2021-2022,Public,Elementary,10,15,15,10,15,0,0,0,0,0,0,0
924393,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,285,295,275,360
495263,2021-2022,Public,Elementary,40,35,20,20,25,30,0,0,0,0,0,0
334693,2021-2022,Public,Elementary,50,25,30,50,45,80,100,85,0,0,0,0
336122,2021-2022,Public,Elementary,45,35,35,55,45,45,0,0,0,0,0,0
345229,2021-2022,Public,Elementary,40,65,80,50,80,100,90,110,0,0,0,0
353183,2021-2022,Public,Elementary,35,35,35,40,50,35,10,0,0,0,0,0
926736,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,420,425,345,365
368857,2021-2022,Public,Elementary,50,75,35,35,35,65,0,0,0,0,0,0
376086,2021-2022,Public,Elementary,40,25,25,35,50,50,40,55,0,0,0,0
380199,2021-2022,Public,Elementary,0,70,55,65,75,60,75,55,0,0,0,0
928160,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,315,335,325,435
383570,2021-2022,Public,Elementary,40,30,35,20,35,35,0,0,0,0,0,0
932060,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,330,325,320,380
414646,2021-2022,Public,Elementary,60,35,25,25,30,0,0,0,0,0,0,0
76727,2021-2022,Public,Elementary,120,90,70,105,115,90,75,145,0,0,0,0
421472,2021-2022,Public,Elementary,30,65,65,60,35,45,55,65,0,0,0,0
310777,2021-2022,Public,Elementary,100,95,115,110,85,90,100,120,0,0,0,0
154705,2021-2022,Public,Elementary,40,50,60,50,55,45,100,65,0,0,0,0
433888,2021-2022,Public,Elementary,35,20,30,30,30,0,0,0,0,0,0,0
70734,2021-2022,Public,Elementary,45,30,35,40,25,30,0,0,0,0,0,0
437565,2021-2022,Public,Elementary,30,30,25,25,30,25,0,0,0,0,0,0
442011,2021-2022,Public,Elementary,50,75,85,90,105,105,110,100,0,0,0,0
444022,2021-2022,Public,Elementary,0,55,55,75,45,50,90,65,0,0,0,0
445193,2021-2022,Public,Elementary,0,65,65,70,65,60,70,90,0,0,0,0
445452,2021-2022,Public,Elementary,35,25,30,30,20,0,0,0,0,0,0,0
451720,2021-2022,Public,Elementary,115,80,95,90,80,70,65,80,0,0,0,0
485438,2021-2022,Public,Elementary,70,45,45,75,50,90,60,75,0,0,0,0
487252,2021-2022,Public,Elementary,35,85,50,50,50,0,0,0,0,0,0,0
487570,2021-2022,Public,Elementary,35,35,60,35,30,45,0,0,0,0,0,0
489395,2021-2022,Public,Elementary,30,20,25,35,40,35,90,90,0,0,0,0
556807,2021-2022,Public,Elementary,30,30,35,25,50,60,60,70,0,0,0,0
510289,2021-2022,Public,Elementary,40,25,20,30,30,0,0,0,0,0,0,0
510130,2021-2022,Public,Elementary,30,40,40,60,55,75,65,60,0,0,0,0
515353,2021-2022,Public,Elementary,25,15,20,15,30,50,40,55,0,0,0,0
536881,2021-2022,Public,Elementary,0,0,0,0,0,110,115,100,0,0,0,0
543217,2021-2022,Public,Elementary,0,70,75,80,60,60,65,65,0,0,0,0
550361,2021-2022,Public,Elementary,20,20,25,25,20,25,75,65,0,0,0,0
947539,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,200,220,250,320
393777,2021-2022,Public,Elementary,95,80,85,110,130,130,145,95,0,0,0,0
557269,2021-2022,Public,Elementary,35,55,60,50,40,55,0,0,0,0,0,0
369253,2021-2022,Public,Elementary,105,100,95,165,115,95,85,105,0,0,0,0
579742,2021-2022,Public,Elementary,25,20,15,30,75,130,95,115,0,0,0,0
579874,2021-2022,Public,Elementary,0,0,0,0,0,135,130,145,0,0,0,0
597260,2021-2022,Public,Elementary,110,45,60,65,75,80,85,75,0,0,0,0
953121,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,595,535,535,600
743868,2021-2022,Catholic,Elementary,55,60,60,75,65,80,65,75,0,0,0,0
689750,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,495,490,555,625
689386,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,300,305,305,350
690279,2021-2022,Catholic,Elementary,25,10,30,20,25,30,20,30,0,0,0,0
693650,2021-2022,Catholic,Elementary,10,20,20,15,20,25,10,15,0,0,0,0
695343,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,275,270,235,500
699500,2021-2022,Catholic,Elementary,50,40,40,40,40,30,50,45,0,0,0,0
710997,2021-2022,Catholic,Elementary,40,50,55,45,35,50,55,55,0,0,0,0
792389,2021-2022,Catholic,Elementary,0,0,0,10,0,10,0,0,0,0,0,0
717053,2021-2022,Catholic,Elementary,40,40,40,30,30,45,45,40,0,0,0,0
704288,2021-2022,Catholic,Elementary,30,30,35,40,40,40,45,60,0,0,0,0
819028,2021-2022,Catholic,Elementary,50,50,55,60,80,55,60,60,0,0,0,0
721972,2021-2022,Catholic,Elementary,40,35,30,40,40,30,35,40,0,0,0,0
735799,2021-2022,Catholic,Elementary,50,60,45,40,50,55,45,45,0,0,0,0
745650,2021-2022,Catholic,Elementary,30,30,25,35,35,35,20,30,0,0,0,0
742350,2021-2022,Catholic,Elementary,25,35,25,30,25,25,30,35,0,0,0,0
748544,2021-2022,Catholic,Elementary,35,30,35,35,30,35,30,25,0,0,0,0
748633,2021-2022,Catholic,Elementary,65,75,85,70,75,65,80,80,0,0,0,0
752800,2021-2022,Catholic,Elementary,25,20,20,30,25,20,20,25,0,0,0,0
756180,2021-2022,Catholic,Elementary,20,20,15,20,25,20,20,20,0,0,0,0
765180,2021-2022,Catholic,Elementary,35,25,25,35,35,35,35,35,0,0,0,0
772046,2021-2022,Catholic,Elementary,25,20,20,25,30,30,30,40,0,0,0,0
772160,2021-2022,Catholic,Elementary,25,25,35,25,40,35,45,30,0,0,0,0
785865,2021-2022,Catholic,Elementary,10,10,15,10,30,10,20,10,0,0,0,0
775681,2021-2022,Catholic,Elementary,25,20,15,20,30,30,30,25,0,0,0,0
778028,2021-2022,Catholic,Elementary,30,25,30,25,20,30,25,25,0,0,0,0
838541,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,0,0,55,245
784400,2021-2022,Catholic,Elementary,40,30,20,30,30,20,25,25,0,0,0,0
786152,2021-2022,Catholic,Elementary,45,50,45,50,50,45,50,50,0,0,0,0
789720,2021-2022,Catholic,Elementary,75,60,60,50,50,55,60,50,0,0,0,0
792217,2021-2022,Catholic,Elementary,55,45,45,40,45,35,45,45,0,0,0,0
825892,2021-2022,Catholic,Elementary,50,55,40,50,60,55,65,40,0,0,0,0
799530,2021-2022,Catholic,Elementary,55,40,40,40,35,25,30,30,0,0,0,0
800430,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,335,355,340,445
770965,2021-2022,Catholic,Elementary,40,40,45,35,40,35,40,40,0,0,0,0
694134,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,390,345,380,430
751553,2021-2022,Catholic,Elementary,40,40,35,25,55,40,30,40,0,0,0,0
804673,2021-2022,Catholic,Elementary,45,40,45,25,35,40,40,50,0,0,0,0
814032,2021-2022,Catholic,Elementary,55,45,40,50,35,35,45,40,0,0,0,0
866725,2021-2022,Catholic,Elementary,25,25,25,30,35,15,30,25,0,0,0,0
817678,2021-2022,Catholic,Elementary,25,30,20,35,35,35,40,35,0,0,0,0
820652,2021-2022,Catholic,Elementary,40,30,35,30,30,30,45,45,0,0,0,0
821705,2021-2022,Catholic,Elementary,40,35,35,40,35,45,40,50,0,0,0,0
821268,2021-2022,Catholic,Elementary,55,60,50,40,45,50,40,50,0,0,0,0
696196,2021-2022,Catholic,Elementary,50,45,50,60,50,65,60,60,0,0,0,0
824313,2021-2022,Catholic,Elementary,35,25,25,20,20,30,35,35,0,0,0,0
827401,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,200,200,220,275
745279,2021-2022,Catholic,Elementary,60,55,80,70,60,70,55,65,0,0,0,0
834220,2021-2022,Catholic,Elementary,45,30,45,45,45,55,50,60,0,0,0,0
839779,2021-2022,Catholic,Elementary,35,35,30,40,30,40,35,30,0,0,0,0
842389,2021-2022,Catholic,Elementary,45,45,50,45,55,45,50,40,0,0,0,0
851264,2021-2022,Catholic,Elementary,20,20,15,20,15,25,15,30,0,0,0,0
733105,2021-2022,Catholic,Elementary,35,30,30,35,20,30,45,45,0,0,0,0
854336,2021-2022,Catholic,Elementary,60,60,60,45,45,40,50,40,0,0,0,0
855685,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,425,455,480,630
773786,2021-2022,Catholic,Elementary,55,65,55,55,80,70,85,65,0,0,0,0
858102,2021-2022,Catholic,Elementary,35,45,30,25,25,30,30,30,0,0,0,0
863955,2021-2022,Catholic,Elementary,60,55,70,50,70,55,60,55,0,0,0,0
728,2021-2022,Public,Elementary,95,70,65,55,50,0,0,0,0,0,0,0
2674,2021-2022,Public,Elementary,55,45,40,35,25,45,35,40,0,0,0,0
11568,2021-2022,Public,Elementary,50,65,55,55,60,55,50,55,0,0,0,0
891894,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,280,265,270,345
287210,2021-2022,Public,Elementary,50,50,55,60,85,60,75,85,0,0,0,0
50415,2021-2022,Public,Elementary,40,30,25,35,30,35,35,35,0,0,0,0
41548,2021-2022,Public,Elementary,95,120,115,155,100,100,105,110,0,0,0,0
90131,2021-2022,Public,Elementary,55,50,35,80,40,60,30,45,0,0,0,0
898848,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,255,215,210,355
41980,2021-2022,Public,Elementary,30,30,70,45,35,45,70,45,0,0,0,0
68845,2021-2022,Public,Elementary,20,20,25,20,45,25,0,0,0,0,0,0
560408,2021-2022,Public,Elementary,70,70,70,60,55,60,55,65,0,0,0,0
89257,2021-2022,Public,Elementary,15,30,20,20,25,25,50,65,0,0,0,0
91723,2021-2022,Public,Elementary,35,35,40,35,60,0,0,0,0,0,0,0
105503,2021-2022,Public,Elementary,30,45,40,25,35,45,80,115,0,0,0,0
117986,2021-2022,Public,Elementary,50,40,30,30,40,35,45,45,0,0,0,0
213012,2021-2022,Public,Elementary,75,75,80,110,75,0,0,0,0,0,0,0
132020,2021-2022,Public,Elementary,0,0,0,0,0,100,75,95,0,0,0,0
488921,2021-2022,Public,Elementary,60,50,50,50,80,40,35,40,0,0,0,0
448940,2021-2022,Public,Elementary,55,65,50,50,65,0,0,0,0,0,0,0
153087,2021-2022,Public,Elementary,20,25,25,30,20,45,55,65,0,0,0,0
916579,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,200,220,175,240
158151,2021-2022,Public,Elementary,95,95,80,65,60,0,0,0,0,0,0,0
163481,2021-2022,Public,Elementary,75,70,80,105,50,60,60,70,0,0,0,0
198668,2021-2022,Public,Elementary,15,10,15,10,15,45,55,70,0,0,0,0
196240,2021-2022,Public,Elementary,90,65,70,75,0,0,0,0,0,0,0,0
18961,2021-2022,Public,Elementary,0,0,0,0,70,85,135,90,0,0,0,0
203912,2021-2022,Public,Elementary,50,55,40,45,40,50,50,45,0,0,0,0
114477,2021-2022,Public,Elementary,45,40,40,50,50,60,60,95,0,0,0,0
212490,2021-2022,Public,Elementary,35,35,40,70,40,35,40,40,0,0,0,0
913081,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,270,215,225,310
673013,2021-2022,Public,Elementary,0,0,0,10,0,0,10,35,0,0,0,0
222135,2021-2022,Public,Elementary,45,35,35,50,30,75,40,35,0,0,0,0
336649,2021-2022,Public,Elementary,25,25,25,25,25,50,55,65,0,0,0,0
233552,2021-2022,Public,Elementary,65,70,90,55,85,70,70,85,0,0,0,0
252557,2021-2022,Public,Elementary,50,35,50,40,45,75,35,75,0,0,0,0
254096,2021-2022,Public,Elementary,20,20,25,20,25,30,25,30,0,0,0,0
256048,2021-2022,Public,Elementary,55,45,40,65,40,40,50,45,0,0,0,0
891401,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,15
220145,2021-2022,Public,Elementary,35,45,65,75,45,40,45,45,0,0,0,0
261378,2021-2022,Public,Elementary,25,35,20,55,35,15,0,0,0,0,0,0
273201,2021-2022,Public,Elementary,50,45,70,40,35,35,50,40,0,0,0,0
281492,2021-2022,Public,Elementary,35,25,65,45,35,30,0,0,0,0,0,0
934262,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,30
281026,2021-2022,Public,Elementary,35,30,45,40,35,40,35,40,0,0,0,0
303755,2021-2022,Public,Elementary,65,45,60,50,90,55,40,60,0,0,0,0
94608,2021-2022,Public,Elementary,75,75,55,85,70,115,120,85,0,0,0,0
313173,2021-2022,Public,Elementary,25,20,25,25,30,30,0,0,0,0,0,0
314544,2021-2022,Public,Elementary,30,30,35,30,35,30,45,30,0,0,0,0
345873,2021-2022,Public,Elementary,75,65,65,65,70,0,0,0,0,0,0,0
360309,2021-2022,Public,Elementary,30,50,30,25,35,40,70,50,0,0,0,0
364983,2021-2022,Public,Elementary,25,25,25,20,50,0,0,0,0,0,0,0
375900,2021-2022,Public,Elementary,40,60,60,55,50,75,45,35,0,0,0,0
376299,2021-2022,Public,Elementary,35,40,35,35,35,30,40,25,0,0,0,0
378178,2021-2022,Public,Elementary,25,50,35,30,20,25,0,0,0,0,0,0
894432,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,310,250,225,330
412309,2021-2022,Public,Elementary,95,85,60,70,70,45,55,35,0,0,0,0
932507,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,260,245,255,290
434272,2021-2022,Public,Elementary,45,40,45,60,25,0,0,0,0,0,0,0
437557,2021-2022,Public,Elementary,35,45,45,45,50,45,35,50,0,0,0,0
25897,2021-2022,Public,Elementary,45,80,50,65,50,55,45,50,0,0,0,0
464430,2021-2022,Public,Elementary,40,55,50,80,40,55,60,95,0,0,0,0
548172,2021-2022,Public,Elementary,55,65,55,35,50,55,45,50,0,0,0,0
466387,2021-2022,Public,Elementary,35,35,30,50,35,20,40,35,0,0,0,0
467324,2021-2022,Public,Elementary,50,70,50,85,70,80,105,105,0,0,0,0
476773,2021-2022,Public,Elementary,35,50,40,55,55,90,100,55,0,0,0,0
927163,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,0,10,35
480738,2021-2022,Public,Elementary,15,15,25,15,25,0,0,0,0,0,0,0
484199,2021-2022,Public,Elementary,40,25,45,40,45,45,35,40,0,0,0,0
480418,2021-2022,Public,Elementary,50,40,35,45,60,40,55,40,0,0,0,0
490695,2021-2022,Public,Elementary,50,40,50,35,20,0,0,0,0,0,0,0
493163,2021-2022,Public,Elementary,30,30,35,25,35,20,0,0,0,0,0,0
495379,2021-2022,Public,Elementary,0,0,0,0,0,130,120,130,0,0,0,0
939730,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,300,280,260,365
483142,2021-2022,Public,Elementary,65,70,70,45,65,70,50,65,0,0,0,0
941328,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,315,305,270,380
941719,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,140,185,225,310
516244,2021-2022,Public,Elementary,70,70,65,65,55,90,75,55,0,0,0,0
466639,2021-2022,Public,Elementary,25,40,35,40,30,115,105,95,0,0,0,0
942448,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,165,155,205,215
361739,2021-2022,Public,Elementary,50,75,50,50,50,50,60,50,0,0,0,0
556472,2021-2022,Public,Elementary,25,45,40,40,45,45,45,35,0,0,0,0
539570,2021-2022,Public,Elementary,35,30,30,25,30,0,0,0,0,0,0,0
548022,2021-2022,Public,Elementary,55,30,40,40,40,25,35,55,0,0,0,0
550817,2021-2022,Public,Elementary,50,60,50,60,55,60,50,50,0,0,0,0
579155,2021-2022,Public,Elementary,55,65,50,65,50,65,65,70,0,0,0,0
918563,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,60
263885,2021-2022,Public,Elementary,75,65,55,80,50,65,95,95,0,0,0,0
578703,2021-2022,Public,Elementary,30,30,30,20,30,90,45,55,0,0,0,0
579610,2021-2022,Public,Elementary,80,30,35,50,35,100,120,100,0,0,0,0
950653,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,280,265,215,320
951820,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,315,350,340,480
952478,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,335,330,280,335
602957,2021-2022,Public,Elementary,0,0,0,0,0,30,120,140,0,0,0,0
603538,2021-2022,Public,Elementary,35,40,45,30,50,0,0,0,0,0,0,0
615498,2021-2022,Public,Elementary,65,90,105,105,100,85,105,105,0,0,0,0
624721,2021-2022,Public,Elementary,20,15,30,25,25,0,0,0,0,0,0,0
8795,2021-2022,Public,Elementary,45,40,60,35,45,55,40,30,0,0,0,0
26743,2021-2022,Public,Elementary,20,15,20,30,10,15,10,10,0,0,0,0
512796,2021-2022,Public,Elementary,30,35,30,65,80,60,0,0,0,0,0,0
893803,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,205,215,190,260
513611,2021-2022,Public,Elementary,0,0,0,0,0,0,110,100,0,0,0,0
49506,2021-2022,Public,Elementary,15,10,20,15,10,15,0,0,0,0,0,0
122661,2021-2022,Public,Elementary,25,30,25,20,25,25,20,25,0,0,0,0
899275,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,210,215,225,255
147957,2021-2022,Public,Elementary,0,0,0,0,0,0,45,65,0,0,0,0
300125,2021-2022,Public,Elementary,30,20,40,35,45,40,35,50,0,0,0,0
900478,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,110,100,115,140
114731,2021-2022,Public,Elementary,10,10,10,10,10,10,0,0,0,0,0,0
139173,2021-2022,Public,Elementary,15,15,15,20,15,20,15,25,0,0,0,0
927252,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,250,220,230,265
202495,2021-2022,Public,Elementary,45,40,45,40,30,40,35,40,0,0,0,0
203130,2021-2022,Public,Elementary,30,25,35,35,30,30,30,25,0,0,0,0
353377,2021-2022,Public,Elementary,25,30,30,50,40,35,55,70,0,0,0,0
924179,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,40,65,10,10
244600,2021-2022,Public,Elementary,75,65,85,55,80,65,75,75,0,0,0,0
246034,2021-2022,Public,Elementary,50,45,45,60,60,85,55,70,0,0,0,0
349909,2021-2022,Public,Elementary,10,10,10,10,15,10,0,0,0,0,0,0
290130,2021-2022,Public,Elementary,20,25,20,15,20,25,25,25,0,0,0,0
92509,2021-2022,Public,Elementary,25,10,15,15,25,10,15,15,0,0,0,0
344338,2021-2022,Public,Elementary,20,20,25,25,20,30,20,20,0,0,0,0
18279,2021-2022,Public,Elementary,20,20,20,20,15,15,0,0,0,0,0,0
349640,2021-2022,Public,Elementary,15,15,15,15,10,10,0,0,0,0,0,0
929980,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,100,90,95,125
507166,2021-2022,Public,Elementary,0,0,0,0,0,0,85,70,0,0,0,0
409839,2021-2022,Public,Elementary,10,10,10,10,15,10,0,0,0,0,0,0
433497,2021-2022,Public,Elementary,35,25,40,30,35,30,40,35,0,0,0,0
453641,2021-2022,Public,Elementary,40,40,35,30,30,45,0,0,0,0,0,0
453382,2021-2022,Public,Elementary,20,25,25,40,25,45,0,0,0,0,0,0
936618,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,130,120,115,115
473211,2021-2022,Public,Elementary,50,55,50,65,70,55,50,75,0,0,0,0
455598,2021-2022,Public,Elementary,20,40,45,35,30,45,35,35,0,0,0,0
463264,2021-2022,Public,Elementary,20,15,20,10,20,10,60,55,0,0,0,0
465470,2021-2022,Public,Elementary,35,20,35,25,25,20,0,0,0,0,0,0
515639,2021-2022,Public,Elementary,30,40,25,30,30,40,0,0,0,0,0,0
96016,2021-2022,Public,Elementary,15,15,10,15,10,10,15,10,0,0,0,0
478084,2021-2022,Public,Elementary,70,60,85,65,70,60,80,80,0,0,0,0
600610,2021-2022,Public,Elementary,30,25,25,15,15,20,35,45,0,0,0,0
162909,2021-2022,Public,Elementary,60,55,45,40,40,50,0,0,0,0,0,0
948705,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,130,95,120,120
545008,2021-2022,Public,Elementary,0,0,0,0,0,0,95,110,0,0,0,0
557146,2021-2022,Public,Elementary,25,35,55,35,35,35,45,20,0,0,0,0
564133,2021-2022,Public,Elementary,30,30,35,40,45,30,35,30,0,0,0,0
568821,2021-2022,Public,Elementary,15,15,25,15,25,20,0,0,0,0,0,0
407275,2021-2022,Public,Elementary,20,20,25,30,35,35,0,0,0,0,0,0
825369,2021-2022,Catholic,Elementary,0,0,0,0,0,0,0,0,0,0,0,0
717312,2021-2022,Catholic,Elementary,20,20,15,25,15,25,15,30,0,0,0,0
832634,2021-2022,Catholic,Elementary,25,25,35,45,25,35,25,25,0,0,0,0
747211,2021-2022,Catholic,Elementary,20,10,10,15,10,15,10,10,0,0,0,0
706396,2021-2022,Catholic,Elementary,25,25,25,20,20,20,30,15,0,0,0,0
867985,2021-2022,Catholic,Elementary,25,20,15,15,20,15,15,25,0,0,0,0
766976,2021-2022,Catholic,Elementary,15,20,15,30,25,25,25,30,0,0,0,0
768405,2021-2022,Catholic,Elementary,20,20,20,15,20,25,25,20,0,0,0,0
771686,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,145,155,135,170
868639,2021-2022,Catholic,Elementary,20,25,25,25,20,20,20,20,0,0,0,0
731226,2021-2022,Catholic,Elementary,0,0,25,35,25,25,20,25,0,0,0,0
763721,2021-2022,Catholic,Elementary,20,15,20,25,10,15,20,10,0,0,0,0
812994,2021-2022,Catholic,Elementary,15,10,10,15,20,15,25,20,0,0,0,0
698334,2021-2022,Catholic,Elementary,20,25,20,25,20,25,20,30,0,0,0,0
732788,2021-2022,Catholic,Elementary,40,20,40,40,25,35,30,30,0,0,0,0
827940,2021-2022,Catholic,Elementary,35,35,30,35,40,35,25,35,0,0,0,0
832545,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,175,215,185,250
713678,2021-2022,Catholic,Elementary,25,25,0,0,0,0,0,0,0,0,0,0
705748,2021-2022,Catholic,Elementary,15,10,10,20,10,15,10,15,0,0,0,0
713996,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,0,0,10,40
817448,2021-2022,Catholic,Elementary,40,45,50,65,55,50,50,40,0,0,0,0
716014,2021-2022,Catholic,Elementary,15,20,25,25,25,30,15,15,0,0,0,0
717410,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
775349,2021-2022,Catholic,Elementary,10,10,10,15,10,15,15,15,0,0,0,0
744093,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
742929,2021-2022,Catholic,Elementary,10,25,10,25,15,35,25,20,0,0,0,0
746045,2021-2022,Catholic,Elementary,25,25,30,25,30,30,25,20,0,0,0,0
745260,2021-2022,Catholic,Elementary,10,15,25,10,10,15,10,10,0,0,0,0
755923,2021-2022,Catholic,Elementary,20,25,20,20,30,30,25,20,0,0,0,0
731870,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0
776335,2021-2022,Catholic,Elementary,10,15,10,10,10,10,10,10,0,0,0,0
791024,2021-2022,Catholic,Elementary,20,25,20,40,20,40,25,20,0,0,0,0
825999,2021-2022,Catholic,Elementary,15,15,10,15,15,15,15,10,0,0,0,0
828467,2021-2022,Catholic,Elementary,15,15,20,30,20,20,10,10,0,0,0,0
776076,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,255,170,190,210
826901,2021-2022,Catholic,Elementary,30,35,45,35,45,35,30,30,0,0,0,0
841986,2021-2022,Catholic,Elementary,40,30,40,40,35,45,35,30,0,0,0,0
792017,2021-2022,Catholic,Elementary,60,60,55,50,45,55,50,45,0,0,0,0
918598,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,45,55,45,65
890464,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,285,240,255,225
2194,2021-2022,Public,Elementary,0,0,0,0,0,0,170,170,0,0,0,0
20222,2021-2022,Public,Elementary,25,15,25,10,10,15,15,15,0,0,0,0
242390,2021-2022,Public,Elementary,35,25,30,25,35,35,0,0,0,0,0,0
33812,2021-2022,Public,Elementary,30,25,25,20,30,25,0,0,0,0,0,0
895539,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,310,270,250,250
62995,2021-2022,Public,Elementary,40,45,55,40,50,55,70,55,0,0,0,0
246425,2021-2022,Public,Elementary,25,20,10,20,25,25,0,0,0,0,0,0
71056,2021-2022,Public,Elementary,30,45,35,40,35,30,0,0,0,0,0,0
102644,2021-2022,Public,Elementary,80,80,60,65,60,75,85,95,0,0,0,0
91855,2021-2022,Public,Elementary,30,25,25,30,30,20,0,0,0,0,0,0
898260,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,120,115,100,145
97187,2021-2022,Public,Elementary,25,25,25,20,20,15,15,15,0,0,0,0
899224,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,240
445658,2021-2022,Public,Elementary,80,105,115,105,105,100,0,0,0,0,0,0
105678,2021-2022,Public,Elementary,40,55,45,50,55,35,55,45,0,0,0,0
251356,2021-2022,Public,Elementary,0,0,0,0,0,0,110,115,0,0,0,0
901687,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,235,230,205,185
901512,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,40,30,40,35
967836,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,275,275,285,290
115380,2021-2022,Public,Elementary,15,25,10,10,10,15,10,10,0,0,0,0
504632,2021-2022,Public,Elementary,0,0,0,0,0,0,100,120,0,0,0,0
69841,2021-2022,Public,Elementary,45,45,50,45,60,45,55,65,0,0,0,0
903078,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,205,210,190,200
125213,2021-2022,Public,Elementary,0,0,0,0,0,0,120,145,0,0,0,0
903337,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,180,185,175,215
131768,2021-2022,Public,Elementary,0,0,0,0,0,0,60,85,0,0,0,0
136891,2021-2022,Public,Elementary,35,30,35,40,45,35,40,25,0,0,0,0
124907,2021-2022,Public,Elementary,105,125,100,125,95,110,0,0,0,0,0,0
147621,2021-2022,Public,Elementary,0,0,0,0,0,0,90,115,0,0,0,0
147826,2021-2022,Public,Elementary,60,45,55,55,55,45,65,50,0,0,0,0
434858,2021-2022,Public,Elementary,90,95,95,100,100,95,90,85,0,0,0,0
906719,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,225,205,230,245
166340,2021-2022,Public,Elementary,75,70,85,75,80,85,0,0,0,0,0,0
182338,2021-2022,Public,Elementary,25,35,35,25,35,25,0,0,0,0,0,0
56723,2021-2022,Public,Elementary,80,55,70,70,70,55,0,0,0,0,0,0
240184,2021-2022,Public,Elementary,20,25,20,25,25,25,35,30,0,0,0,0
