Board Number|Board Name|School Number|School Name|School Type|School Level|School Language|Junior Kindergarten Enrolment|Kindergarten Enrolment|Grade 1 Enrolment|Grade 2 Enrolment|Grade 3 Enrolment|Grade 4 Enrolment|Grade 5 Enrolment|Grade 6 Enrolment|Grade 7 Enrolment|Grade 8 Enrolment|Grade 9 Enrolment|Grade 10 Enrolment|Grade 11 Enrolment|Grade 12 Enrolment
B66052|Toronto DSB|557382|Topcliff Public School|Public|Elementary|English|40|60|55|45|45|55|55|||||||
B66052|Toronto DSB|607827|Tredway Woodsworth Public School|Public|Elementary|English|40|70|50|70|70|60|50|55|140|150||||
B66052|Toronto DSB|562580|Tumpane Public School|Public|Elementary|English|55|60|65|50|60|55|55|||||||
B66052|Toronto DSB|563234|Twentieth Street Junior School|Public|Elementary|English|25|20|25|20|25|20|30|||||||
B66052|Toronto DSB|949027|Ursula Franklin Academy|Public|Secondary|English|||||||||||120|150|120|130
B66052|Toronto DSB|569135|Valley Park Middle School|Public|Elementary|English||||||||205|390|385||||
B66052|Toronto DSB|569607|Valleyfield Junior School|Public|Elementary|English|35|35|40|35|35|60|55|20||||||
B66052|Toronto DSB|949353|Victoria Park Collegiate Institute|Public|Secondary|English|||||||||||305|290|290|315
B66052|Toronto DSB|574546|Victoria Park Elementary School|Public|Elementary|English|10|20|15|25|20|25|20|||||||
B66052|Toronto DSB|576239|Victoria Village Public School|Public|Elementary|English|50|45|45|45|30|30|35|||||||
B66052|Toronto DSB|579092|Vradenburg Junior Public School|Public|Elementary|English|35|35|25|30|25|20|30|25||||||
B66052|Toronto DSB|586374|Walter Perry Junior Public School|Public|Elementary|English|50|45|25|45|40|35|40|30||||||
B66052|Toronto DSB|587028|Warren Park Junior Public School|Public|Elementary|English|30|35|30|20|20|25|20|20||||||
B66052|Toronto DSB|591050|Wedgewood Junior School|Public|Elementary|English|85|65|80|75|60|55|65|||||||
B66052|Toronto DSB|593915|Wellesworth Junior School|Public|Elementary|English|30|30|30|20|25|15|30|||||||
B66052|Toronto DSB|928852|West End Alternative School|Public|Secondary|English|||||||||||<10|<10|20|40
B66052|Toronto DSB|595608|West Glen Junior School|Public|Elementary|English|25|25|25|25|25|20|25|||||||
B66052|Toronto DSB|951560|West Hill Collegiate Institute|Public|Secondary|English|||||||||||180|165|160|165
B66052|Toronto DSB|596256|West Hill Public School|Public|Elementary|English|15|25|15|35|25|25|20|20|20|25||||
B66052|Toronto DSB|951749|West Humber Collegiate Institute|Public|Secondary|English|||||||||||255|290|255|250
B66052|Toronto DSB|596388|West Humber Junior Middle School|Public|Elementary|English|40|30|30|50|30|35|35|75|95|55||||
B66052|Toronto DSB|597554|West Preparatory Junior Public School|Public|Elementary|English|75|75|65|50|70|60|65|65||||||
B66052|Toronto DSB|597686|West Rouge Junior Public School|Public|Elementary|English|35|35|40|40|45|40|45|35||||||
B66052|Toronto DSB|951951|Western Technical & Commercial School|Public|Secondary|English|||||||||||265|250|310|290
B66052|Toronto DSB|602108|Westmount Junior School|Public|Elementary|English|35|30|30|45|25|35|35|||||||
B66052|Toronto DSB|952605|Weston Collegiate Institute|Public|Secondary|English|||||||||||285|265|260|210
B66052|Toronto DSB|602850|Weston Memorial Junior Public School|Public|Elementary|English|40|35|55|40|30|50|30|||||||
B66052|Toronto DSB|952818|Westview Centennial Secondary School|Public|Secondary|English|||||||||||170|185|205|305
B66052|Toronto DSB|603015|Westway Junior School|Public|Elementary|English|35|30|35|30|35|30|30|||||||
B66052|Toronto DSB|603406|Westwood Middle School|Public|Elementary|English||||||||105|120|135||||
B66052|Toronto DSB|952990|Wexford Collegiate School for the Arts|Public|Secondary|English|||||||||||260|260|275|265
B66052|Toronto DSB|603929|Wexford Public School|Public|Elementary|English|80|40|35|35|30|40|40|30|45|40||||
B66052|Toronto DSB|605166|White Haven Junior Public School|Public|Elementary|English|35|50|35|55|45|45|50|60|45|45||||
B66052|Toronto DSB|605611|Whitney Junior Public School|Public|Elementary|English|40|45|55|35|35|35|40|25||||||
B66052|Toronto DSB|607177|Wilkinson Junior Public School|Public|Elementary|English|60|65|65|55|45|75|80|55||||||
B66052|Toronto DSB|607304|William Burgess Elementary School|Public|Elementary|English|50|55|60|50|60|50|45|||||||
B66052|Toronto DSB|607550|William G Davis Junior Public School|Public|Elementary|English|30|35|40|20|45|30|35|30||||||
B66052|Toronto DSB|607568|William G Miller Junior Public School|Public|Elementary|English|40|60|60|50|45|50|60|65|50|40||||
B66052|Toronto DSB|679054|William J McCordic School|Public|Elementary|English|<10|<10|<10|<10|<10|<10|<10|<10|<10|45||||
B66052|Toronto DSB|950130|William Lyon Mackenzie Collegiate Institute|Public|Secondary|English|||||||||||325|370|355|365
B66052|Toronto DSB|609250|Williamson Road Junior Public School|Public|Elementary|English|60|70|70|80|65|70|65|75||||||
B66052|Toronto DSB|609510|Willow Park Junior Public School|Public|Elementary|English|55|45|50|40|30|40|40|50||||||
B66052|Toronto DSB|609773|Willowdale Middle School|Public|Elementary|English||||||||150|210|180||||
B66052|Toronto DSB|089516|Wilmington Elementary School|Public|Elementary|English|55|55|45|45|55|||||||||
B66052|Toronto DSB|613282|Winchester Junior and Senior Public School|Public|Elementary|English||60|50|50|35|40|50|25|55|75||||
B66052|Toronto DSB|614882|Windfields Middle School|Public|Elementary|English||||||||220|240|220||||
B66052|Toronto DSB|615366|Winona Drive Senior Public School|Public|Elementary|English|||||||||195|215||||
B66052|Toronto DSB|954039|Winston Churchill Collegiate Institute|Public|Secondary|English|||||||||||140|125|135|175
B66052|Toronto DSB|616141|Withrow Avenue Junior Public School|Public|Elementary|English|75|65|80|75|65|75|70|75||||||
B66052|Toronto DSB|954160|Woburn Collegiate Institute|Public|Secondary|English|||||||||||240|215|220|225
B66052|Toronto DSB|616532|Woburn Junior Public School|Public|Elementary|English|50|60|45|50|50|50|45|45||||||
B66052|Toronto DSB|617210|Woodbine Middle School|Public|Elementary|English||||||||140|140|120||||
B66052|Toronto DSB|954640|York Humber High School|Public|Secondary|English|||||||||||20|20|30|100
B66052|Toronto DSB|954683|York Memorial Collegiate Institute|Public|Secondary|English|||||||||||195|225|175|205
B66052|Toronto DSB|954810|York Mills Collegiate Institute|Public|Secondary|English|||||||||||235|325|270|360
B66052|Toronto DSB|954942|Yorkdale Secondary School|Public|Secondary|English||||||||||||||435
B66052|Toronto DSB|624594|Yorkview Public School|Public|Elementary|English|55|60|75|70|80|50|55|||||||
B66052|Toronto DSB|624756|Yorkwoods Public School|Public|Elementary|English|50|50|55|60|40|55|55|||||||
B66052|Toronto DSB|625132|Zion Heights Middle School|Public|Elementary|English||||||||170|160|160||||
B66052|Toronto DSB|599135|da Vinci School|Public|Elementary|English|10|15|10|15|15|10|15|<10||||||
B66087|Trillium Lakelands DSB|890170|AAEC's/e-Learning|Public|Secondary|English|||||||||||135|200|175|475
B66087|Trillium Lakelands DSB|010219|Alexandra Public School|Public|Elementary|English|15|15|<10|15|20|20|20|20||||||
B66087|Trillium Lakelands DSB|019577|Archie Stouffer Elementary School|Public|Elementary|English|40|45|50|35|40|55|40|35|40|40||||
B66087|Trillium Lakelands DSB|055450|Bobcaygeon Public School|Public|Elementary|English|45|40|35|35|45|40|40|45|50|40||||
B66087|Trillium Lakelands DSB|056758|Bracebridge Public School|Public|Elementary|English|25|25|25|30|40|30|40|45|45|35||||
B66087|Trillium Lakelands DSB|895660|Bracebridge and Muskoka Lakes Secondary School|Public|Secondary|English|||||||||||180|175|190|200
B66087|Trillium Lakelands DSB|083798|Cardiff Elementary School|Public|Elementary|English|<10|<10|10|<10|<10|||||||||
B66087|Trillium Lakelands DSB|099007|Central Senior School|Public|Elementary|English|||||||||145|135||||
B66087|Trillium Lakelands DSB|147524|Dr George Hall Public School|Public|Elementary|English|35|35|35|25|40|30|25|35|30|30||||
B66087|Trillium Lakelands DSB|154113|Dunsford District Elementary School|Public|Elementary|English|25|25|20|25|30|25|25|45|30|25||||
B66087|Trillium Lakelands DSB|909700|Fenelon Falls Secondary School|Public|Secondary|English|||||||||||150|135|135|165
B66087|Trillium Lakelands DSB|194018|Fenelon Twp Public School|Public|Elementary|English|15|15|15|15|10|15|15|10|15|15||||
B66087|Trillium Lakelands DSB|357707|Glen Orchard Public School|Public|Elementary|English|20|15|25|10|15|15|15|15|20|10||||
B66087|Trillium Lakelands DSB|227099|Grandview Public School|Public|Elementary|English|50|55|60|50|45|||||||||
B66087|Trillium Lakelands DSB|914380|Gravenhurst High School|Public|Secondary|English|||||||||||85|65|75|110
B66087|Trillium Lakelands DSB|228877|Gravenhurst Public School|Public|Elementary|English|20|35|30|35|25|25|35|25|30|25||||
B66087|Trillium Lakelands DSB|915297|Haliburton Highland Secondary School|Public|Secondary|English|||||||||||100|110|120|105
B66087|Trillium Lakelands DSB|034789|Honey Harbour Public School|Public|Elementary|English|<10|<10|<10|<10|<10|<10|<10|<10|<10|<10||||
B66087|Trillium Lakelands DSB|917761|Huntsville High School|Public|Secondary|English|||||||||||245|245|205|250
B66087|Trillium Lakelands DSB|273597|Huntsville Public School|Public|Elementary|English|15|15|30|25|25|35|75|105|65|70||||
B66087|Trillium Lakelands DSB|918130|I E Weldon Secondary School|Public|Secondary|English|||||||||||270|290|250|255
B66087|Trillium Lakelands DSB|278211|Irwin Memorial Public School|Public|Elementary|English|15|10|10|10|10|10|20|15|20|<10||||
B66087|Trillium Lakelands DSB|240761|J Douglas Hodgson Elementary School|Public|Elementary|English||||||60|70|65|55|60||||
B66087|Trillium Lakelands DSB|418013|Jack Callaghan Public School|Public|Elementary|English|35|30|30|30|30|30|40|35|30|35||||
B66087|Trillium Lakelands DSB|374601|K P Manson Public School|Public|Elementary|English|10|15|10|25|10|15|20|20|15|25||||
B66087|Trillium Lakelands DSB|294004|King Albert Public School|Public|Elementary|English|10|20|10|20|20|15|20|20||||||
B66087|Trillium Lakelands DSB|417378|Lady Eaton Elementary School|Public|Elementary|English|50|45|35|45|50|||||||||
B66087|Trillium Lakelands DSB|170240|Lady Mackenzie Public School|Public|Elementary|English|30|35|20|30|25|35|25|35|40|35||||
B66087|Trillium Lakelands DSB|307947|Langton Public School|Public|Elementary|English|55|30|40|40|45|50|40|35|50|45||||
B66087|Trillium Lakelands DSB|311685|Leslie Frost Public School|Public|Elementary|English|70|60|70|80|75|65|60|45||||||
B66087|Trillium Lakelands DSB|922838|Lindsay Collegiate and Vocational Institute|Public|Secondary|English|||||||||||130|115|155|140
B66087|Trillium Lakelands DSB|327280|Macaulay Public School|Public|Elementary|English|30|25|25|35|20|35|25|30|25|20||||
B66087|Trillium Lakelands DSB|329460|Mariposa Elementary School|Public|Elementary|English|40|35|35|35|35|40|35|30|45|35||||
B66087|Trillium Lakelands DSB|368946|Monck Public School|Public|Elementary|English|50|60|70|80|65|75|75|70|75|55||||
B66087|Trillium Lakelands DSB|382140|Muskoka Beechgrove Public School|Public|Elementary|English|30|30|40|25|40|40|30|35|35|25||||
B66087|Trillium Lakelands DSB|382191|Muskoka Falls Public School|Public|Elementary|English|20|20|15|15|20|20|15|10|20|15||||
B66087|Trillium Lakelands DSB|435708|Parkview Public School|Public|Elementary|English|50|40|40|55|40|50|40|45|<10|<10||||
B66087|Trillium Lakelands DSB|099520|Pine Glen Public School|Public|Elementary|English|20|15|30|10|20|30|20|20|25|20||||
B66087|Trillium Lakelands DSB|575194|Queen Victoria Public School|Public|Elementary|English|20|20|10|25|25|20|15|25||||||
B66087|Trillium Lakelands DSB|048305|Ridgewood Public School|Public|Elementary|English|30|20|20|20|30|15|25|25|25|15||||
B66087|Trillium Lakelands DSB|068454|Riverside Public School|Public|Elementary|English|70|60|80|65|65|75|20|30|30|30||||
B66087|Trillium Lakelands DSB|489425|Rolling Hills Public School|Public|Elementary|English||||||55|55|55|50|45||||
B66087|Trillium Lakelands DSB|503630|Scott Young Public School|Public|Elementary|English||||||40|50|45|40|55||||
B66087|Trillium Lakelands DSB|099783|Spruce Glen Public School|Public|Elementary|English|25|25|25|30|30|40|30|30|35|40||||
B66087|Trillium Lakelands DSB|575976|Stuart W Baker Elementary School|Public|Elementary|English|40|60|60|60|65|||||||||
B66087|Trillium Lakelands DSB|568694|V K Greer Memorial Public School|Public|Elementary|English|25|35|25|35|20|30|25|30|25|15||||
B66087|Trillium Lakelands DSB|590002|Watt Public School|Public|Elementary|English|15|<10|<10|10|<10|<10|<10|10|<10|10||||
B66087|Trillium Lakelands DSB|606138|Wilberforce Elementary School|Public|Elementary|English||||||10|10|10|10|20||||
B66087|Trillium Lakelands DSB|620173|Woodville Elementary School|Public|Elementary|English|25|25|30|20|30|25|15|25|25|20||||
B66192|Upper Canada DSB|891630|Almonte District High School|Public|Secondary|English|||||||||||75|95|95|95
B66192|Upper Canada DSB|557661|Almonte Intermediate School|Public|Elementary|English|||||||||60|80||||
B66192|Upper Canada DSB|020389|Arklan Community Public School|Public|Elementary|English|35|45|50|40|40|40|40|50||||||
B66192|Upper Canada DSB|892807|Athens District High School|Public|Secondary|English|||||||||||45|30|25|35
B66192|Upper Canada DSB|033990|Athens Intermediate School|Public|Elementary|English|||||||||30|30||||
B66192|Upper Canada DSB|253543|BCI Intermediate School|Public|Elementary|English|||||||||105|120||||
B66192|Upper Canada DSB|038598|Beckwith Public School|Public|Elementary|English|60|50|60|45|45|55|55|50||||||
B66192|Upper Canada DSB|247005|Bridgewood Public School|Public|Elementary|English|50|45|55|75|65|60|65|70||||||
B66192|Upper Canada DSB|896578|Brockville Collegiate Institute|Public|Secondary|English|||||||||||95|150|115|140
B66192|Upper Canada DSB|073911|Caldwell Street Elementary School|Public|Elementary|English|40|35|45|45|40|40|60|35||||||
B66192|Upper Canada DSB|076643|Cambridge Public School|Public|Elementary|English|35|50|40|40|40|30|40|35||||||
B66192|Upper Canada DSB|898520|Carleton Place High School|Public|Secondary|English|||||||||||135|170|150|155
B66192|Upper Canada DSB|559939|Carleton Place Intermediate School|Public|Elementary|English|||||||||145|155||||
B66192|Upper Canada DSB|090107|Centennial 67 Public School|Public|Elementary|English|20|15|20|15|15|10|<10|15||||||
B66192|Upper Canada DSB|094846|Central Public School|Public|Elementary|English|50|55|75|60|65|55|55|65||||||
B66192|Upper Canada DSB|262508|Char-Lan Intermediate School|Public|Elementary|English|||||||||55|50||||
B66192|Upper Canada DSB|897876|Charlottenburgh and Lancaster District High School|Public|Secondary|English|||||||||||50|55|50|75
B66192|Upper Canada DSB|106283|Chesterville Public School|Public|Elementary|English|25|20|25|25|25|20|20|20||||||
B66192|Upper Canada DSB|517488|Chimo Elementary School|Public|Elementary|English|25|30|25|55|35|45|50|55|55|45||||
B66192|Upper Canada DSB|120324|Commonwealth Public School|Public|Elementary|English|35|35|30|25|20|30|40|40||||||
B66192|Upper Canada DSB|902810|Cornwall Collegiate and Vocational School|Public|Secondary|English|||||||||||135|130|140|145
B66192|Upper Canada DSB|477957|Cornwall Intermediate School|Public|Elementary|English|||||||||95|105||||
B66192|Upper Canada DSB|149209|Drummond Central School|Public|Elementary|English|15|10|10|<10|<10|<10|<10|<10||||||
B66192|Upper Canada DSB|170631|Duncan J Schoular Public School|Public|Elementary|English|25|35|30|45|25|35|35|25|20|20||||
B66192|Upper Canada DSB|157376|Eamer's Corners Public School|Public|Elementary|English|60|60|50|55|50|55|65|60||||||
B66192|Upper Canada DSB|331317|Front of Yonge Elementary School|Public|Elementary|English|20|10|15|15|15|15|20|20||||||
B66192|Upper Canada DSB|269852|Gananoque Intermediate School|Public|Elementary|English|||||||||75|70||||
B66192|Upper Canada DSB|911526|Gananoque Secondary School|Public|Secondary|English|||||||||||75|65|65|105
B66192|Upper Canada DSB|218111|Glen Tay Public School|Public|Elementary|English|<10|15|<10|15|15|15|15|20||||||
B66192|Upper Canada DSB|913219|Glengarry District High School|Public|Secondary|English|||||||||||50|40|50|80
B66192|Upper Canada DSB|174498|Glengarry Intermediate School|Public|Elementary|English|||||||||35|30||||
B66192|Upper Canada DSB|278149|Iroquois Public School|Public|Elementary|English|25|40|40|35|40|45|40|55||||||
B66192|Upper Canada DSB|288934|Kemptville Public School|Public|Elementary|English|60|65|70|65|70|70|50|60||||||
B66192|Upper Canada DSB|303429|Laggan Public School|Public|Elementary|English|20|25|25|20|30|25|20|30||||||
B66192|Upper Canada DSB|314153|Linklater Public School|Public|Elementary|English|15|20|20|20|15|25|25|25||||||
B66192|Upper Canada DSB|319740|Lombardy Public School|Public|Elementary|English|25|15|25|35|30|40|35|40|30|45||||
B66192|Upper Canada DSB|320498|Longue Sault Public School|Public|Elementary|English|25|25|30|30|35|45|30|25||||||
B66192|Upper Canada DSB|325538|Lyn Public School|Public|Elementary|English|20|15|25|20|25|25|30|25||||||
B66192|Upper Canada DSB|334901|Maple Grove Public School|Public|Elementary|English|<10|10|15|<10|15|<10|15|<10||||||
B66192|Upper Canada DSB|349259|Maxville Public School|Public|Elementary|English|<10|10|10|<10|15|<10|20|20||||||
B66192|Upper Canada DSB|349623|Maynard Public School|Public|Elementary|English|25|25|30|35|20|15|25|35||||||
B66192|Upper Canada DSB|356417|Meadowview Public School|Public|Elementary|English|20|20|25|20|10|15|20|20||||||
B66192|Upper Canada DSB|361992|Merrickville Public School|Public|Elementary|English|15|10|15|20|20|15|20|10||||||
B66192|Upper Canada DSB|483672|Montague Public School|Public|Elementary|English|25|25|15|20|35|25|30|25|30|25||||
B66192|Upper Canada DSB|374474|Morrisburg Public School|Public|Elementary|English|20|20|15|15|25|20|20|20||||||
B66192|Upper Canada DSB|013617|Naismith Memorial Public School|Public|Elementary|English|35|30|45|30|40|35|30|40||||||
B66192|Upper Canada DSB|382825|Nationview Public School|Public|Elementary|English|30|35|35|35|40|25|20|20||||||
B66192|Upper Canada DSB|929590|North Dundas District High School|Public|Secondary|English|||||||||||70|60|75|85
B66192|Upper Canada DSB|153822|North Dundas Intermediate School|Public|Elementary|English|||||||||80|80||||
B66192|Upper Canada DSB|177911|North Elmsley Public School|Public|Elementary|English|<10|<10|15|10|15|<10|<10|<10||||||
B66192|Upper Canada DSB|929859|North Grenville District High School|Public|Secondary|English|||||||||||155|165|150|140
B66192|Upper Canada DSB|035240|North Grenville Intermediate School|Public|Elementary|English|||||||||150|125||||
B66192|Upper Canada DSB|047180|North Stormont Public School|Public|Elementary|English|<10|15|<10|15|15|15|10|15||||||
B66192|Upper Canada DSB|430110|Oxford on Rideau Public School|Public|Elementary|English|<10|<10|10|<10|<10|<10|10|<10||||||
B66192|Upper Canada DSB|431303|Pakenham Public School|Public|Elementary|English|15|20|25|15|20|15|15|10||||||
B66192|Upper Canada DSB|101112|Perth Intermediate School|Public|Elementary|English|||||||||150|115||||
B66192|Upper Canada DSB|935050|Perth and District Collegiate Institute|Public|Secondary|English|||||||||||130|115|125|120
B66192|Upper Canada DSB|026727|Pineview Public School|Public|Elementary|English|20|20|35|20|30|25|20|20||||||
B66192|Upper Canada DSB|452297|Pleasant Corners Public School|Public|Elementary|English|30|35|40|50|45|45|45|55|55|50||||
B66192|Upper Canada DSB|468428|R Tait McKenzie Public School|Public|Elementary|English|35|35|35|35|30|35|40|40||||||
B66192|Upper Canada DSB|938300|Rideau District High School|Public|Secondary|English|||||||||||65|60|65|75
B66192|Upper Canada DSB|026666|Rideau Intermediate School|Public|Elementary|English|||||||||55|70||||
B66192|Upper Canada DSB|483834|Rideau Vista Public School|Public|Elementary|English|20|<10|<10|10|25|10|15|20||||||
B66192|Upper Canada DSB|935425|Rockland District High School|Public|Secondary|English|||||||||||55|70|65|60
B66192|Upper Canada DSB|621684|Rockland Intermediate School|Public|Elementary|English|||||||||65|70||||
B66192|Upper Canada DSB|488542|Rockland Public School|Public|Elementary|English|50|65|55|70|50|60|50|55||||||
B66192|Upper Canada DSB|492957|Rothwell-Osnabruck Elementary School|Public|Elementary|English|10|10|15|15|15|15|20|30||||||
B66192|Upper Canada DSB|028851|Roxmore Public School|Public|Elementary|English|30|35|40|25|30|25|45|30||||||
B66192|Upper Canada DSB|937673|Russell High School|Public|Secondary|English|||||||||||55|75|65|70
B66192|Upper Canada DSB|494666|Russell Intermediate School|Public|Elementary|English|||||||||55|75||||
B66192|Upper Canada DSB|494070|Russell Public Public School|Public|Elementary|English|35|35|40|35|35|35|35|45||||||
B66192|Upper Canada DSB|918415|Seaway District High School|Public|Secondary|English|||||||||||65|60|55|60
B66192|Upper Canada DSB|517732|Seaway Intermediate School|Public|Elementary|English|||||||||60|75||||
B66192|Upper Canada DSB|942596|Smiths Falls District Collegiate Institute|Public|Secondary|English|||||||||||150|160|165|145
B66192|Upper Canada DSB|524654|South Branch Elementary School|Public|Elementary|English|45|45|40|40|50|50|50|55||||||
B66192|Upper Canada DSB|129038|South Crosby Public School|Public|Elementary|English|25|40|20|25|30|25|30|20||||||
B66192|Upper Canada DSB|167126|South Edwardsburg Public School|Public|Elementary|English|15|25|30|30|15|10|15|15||||||
B66192|Upper Canada DSB|942987|South Grenville District High School|Public|Secondary|English|||||||||||90|80|85|100
B66192|Upper Canada DSB|386470|South Grenville Intermediate School|Public|Elementary|English|||||||||85|90||||
B66192|Upper Canada DSB|540056|St Lawrence Intermediate School|Public|Elementary|English|||||||||105|120||||
B66192|Upper Canada DSB|944670|St Lawrence Secondary School|Public|Secondary|English|||||||||||90|95|85|115
B66192|Upper Canada DSB|544582|Sweet's Corners Public School|Public|Elementary|English|15|<10|<10|10|10|10|25|10||||||
B66192|Upper Canada DSB|945072|T R Leger School of Adult & Continuing Secondary School|Public|Secondary|English|||||||||||20|55|110|760
B66192|Upper Canada DSB|091610|Tagwi Intermediate School|Public|Elementary|English|||||||||110|95||||
B66192|Upper Canada DSB|946648|Tagwi Secondary School|Public|Secondary|English|||||||||||100|110|115|100
B66192|Upper Canada DSB|463655|The Queen Elizabeth School|Public|Elementary|English|25|35|30|25|25|30|20|35||||||
B66192|Upper Canada DSB|536849|The Stewart Public School|Public|Elementary|English|40|40|40|40|40|45|50|50||||||
B66192|Upper Canada DSB|550795|Thousand Islands Elementary School|Public|Elementary|English|40|40|50|35|50|30|40|45||||||
B66192|Upper Canada DSB|472181|Thousand Islands Intermediate School|Public|Elementary|English|||||||||140|150||||
B66192|Upper Canada DSB|948314|Thousand Islands Secondary School|Public|Secondary|English|||||||||||155|145|170|160
B66192|Upper Canada DSB|557250|Toniata Public School|Public|Elementary|English|20|20|20|20|30|25|35|25||||||
B66192|Upper Canada DSB|615129|Vanier Public School|Public|Elementary|English|30|35|30|20|25|40|25|25||||||
B66192|Upper Canada DSB|949094|Vankleek Hill Collegiate Institute|Public|Secondary|English|||||||||||65|65|90|75
B66192|Upper Canada DSB|578444|Viscount Alexander Public School|Public|Elementary|English|45|60|45|60|60|65|60|60||||||
B66192|Upper Canada DSB|056103|Wellington Elementary Public School|Public|Elementary|English|20|25|25|20|25|30|30|25||||||
B66192|Upper Canada DSB|601977|Westminster Public School|Public|Elementary|English|35|55|55|55|50|55|65|65||||||
B66192|Upper Canada DSB|609285|Williamstown Public School|Public|Elementary|English|30|35|45|50|40|50|55|50||||||
B66192|Upper Canada DSB|613150|Winchester Public School|Public|Elementary|English|40|35|40|50|50|50|60|60||||||
B66117|Upper Grand DSB|461059|Aberfoyle Public School|Public|Elementary|English|30|30|40|40|35|40|45|40|40|45||||
B66117|Upper Grand DSB|438170|Alma Public School|Public|Elementary|English|15|<10|10|10|15|15|10|15||||||
B66117|Upper Grand DSB|024252|Arthur Public School|Public|Elementary|English|25|50|25|35|30|25|30|35|35|40||||
B66117|Upper Grand DSB|057380|Brant Avenue Public School|Public|Elementary|English|35|25|30|30|30|40|35|20||||||
B66117|Upper Grand DSB|185191|Brisbane Public School|Public|Elementary|English|50|45|50|40|50|40|60|55||||||
B66117|Upper Grand DSB|899283|Centennial Collegiate and Vocational Institute|Public|Secondary|English|||||||||||370|365|390|470
B66117|Upper Grand DSB|090247|Centennial Hylands Elementary School|Public|Elementary|English|45|50|40|45|30|35|40|40|35|40||||
B66117|Upper Grand DSB|093696|Central Public School|Public|Elementary|English|25|25|35|35|25|25|25|25||||||
B66117|Upper Grand DSB|900214|Centre Dufferin District High School|Public|Secondary|English|||||||||||205|185|205|220
B66117|Upper Grand DSB|099139|Centre Peel Public School|Public|Elementary|English|<10|20|30|15|30|20|15|25|25|30||||
B66117|Upper Grand DSB|909831|Centre Wellington District High School|Public|Secondary|English|||||||||||295|310|265|380
B66117|Upper Grand DSB|902462|College Heights Secondary School|Public|Secondary|English|||||||||||100|90|60|170
B66117|Upper Grand DSB|418790|Credit Meadows Elementary School|Public|Elementary|English|45|50|40|50|55|40|45|55|50|35||||
B66117|Upper Grand DSB|953571|Day School -Wellington Centre For ContEd|Public|Secondary|English||||||||||||||130
B66117|Upper Grand DSB|148539|Drayton Heights Public School|Public|Elementary|English|35|30|40|30|30|35|30|25|50|55||||
B66117|Upper Grand DSB|947245|Dufferin Centre for Continuing Education|Public|Secondary|English||||||||||||||80
B66117|Upper Grand DSB|208310|East Garafraxa Central Public School|Public|Elementary|English|10|15|20|15|20|15|15|15|20|15||||
B66117|Upper Grand DSB|061228|Ecole Arbour Vista Public School|Public|Elementary|English|40|40|35|65|45|55|40|40|50|70||||
B66117|Upper Grand DSB|158764|Ecole Guelph Lake Public School|Public|Elementary|English|60|55|55|70|50|40|30|30|25|||||
B66117|Upper Grand DSB|506264|Ecole Harris Mill Public School|Public|Elementary|English|35|50|45|45|45|50|30|20||||||
B66117|Upper Grand DSB|296082|Ecole King George Public School|Public|Elementary|English|40|40|45|35|45|25|50|55|80|95||||
B66117|Upper Grand DSB|166472|Edward Johnson Public School|Public|Elementary|English|45|45|45|50|50|40|30|30||||||
B66117|Upper Grand DSB|178969|Elora Public School|Public|Elementary|English|25|30|25|30|35|35|35|30|105|110||||
B66117|Upper Grand DSB|184411|Eramosa Public School|Public|Elementary|English|15|25|<10|15|15|10|15|15||||||
B66117|Upper Grand DSB|909050|Erin District High School|Public|Secondary|English|||||||||||135|105|120|120
B66117|Upper Grand DSB|185582|Erin Public School|Public|Elementary|English|25|20|15|15|20|20|20|30|85|95||||
B66117|Upper Grand DSB|199699|Fred A Hamilton Public School|Public|Elementary|English|35|35|30|45|35|40|25|25||||||
B66117|Upper Grand DSB|208620|Gateway Drive Public School|Public|Elementary|English|50|40|45|15|25|25|10|25|25|30||||
B66117|Upper Grand DSB|096502|Glenbrook Elementary School|Public|Elementary|English|45|45|55|65|40|60|50|55|55|65||||
B66117|Upper Grand DSB|226793|Grand Valley & District Public School|Public|Elementary|English|35|40|30|25|25|30|25|35|25|30||||
B66117|Upper Grand DSB|914770|Guelph Collegiate and Vocational Institute|Public|Secondary|English|||||||||||350|365|370|475
B66117|Upper Grand DSB|223735|Hyland Heights Elementary School|Public|Elementary|English|40|35|50|45|50|50|45|55|40|55||||
B66117|Upper Grand DSB|418765|Island Lake Public School|Public|Elementary|English|55|50|70|60|55|50|65|50|35|55||||
B66117|Upper Grand DSB|282324|J Douglas Hogarth Public School|Public|Elementary|English|35|25|35|25|110|80|80|80|75|80||||
B66117|Upper Grand DSB|281522|James McQueen Public School|Public|Elementary|English|70|60|60|70|25|||||||||
B66117|Upper Grand DSB|282316|Jean Little Public School|Public|Elementary|English|25|40|25|30|40|40|55|50|80|70||||
B66117|Upper Grand DSB|209635|John Black Public School|Public|Elementary|English|20|20|20|20|20|45|55|35|65|60||||
B66117|Upper Grand DSB|918679|John F Ross Collegiate and Vocational Institute|Public|Secondary|English|||||||||||450|475|495|550
B66117|Upper Grand DSB|477416|John Galt Public School|Public|Elementary|English|35|25|30|25|30|25|35|30|70|70||||
B66117|Upper Grand DSB|284254|John McCrae Public School|Public|Elementary|English|60|60|40|50|55|60|45|70|70|70||||
B66117|Upper Grand DSB|286729|June Avenue Public School|Public|Elementary|English|15|25|20|20|25|20|25|30||||||
