School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,Total Enrolment
297682,2021-2022,Public,Elementary,100,75,90,85,45,0,0,0,0,0,0,0,395
307548,2021-2022,Public,Elementary,40,40,45,40,50,0,0,0,0,0,0,0,215
308455,2021-2022,Public,Elementary,115,95,110,85,110,0,0,0,0,0,0,0,515
311960,2021-2022,Public,Elementary,85,75,90,90,80,0,0,0,0,0,0,0,420
952885,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,180,230,220,310,940
314579,2021-2022,Public,Elementary,0,0,0,0,0,210,195,215,0,0,0,0,620
499344,2021-2022,Public,Elementary,80,110,90,95,95,90,85,100,0,0,0,0,745
321958,2021-2022,Public,Elementary,45,35,35,35,30,0,0,0,0,0,0,0,180
924008,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,220,240,225,240,925
65223,2021-2022,Public,Elementary,0,0,0,0,0,215,210,250,0,0,0,0,675
904203,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,295,330,360,355,1340
328324,2021-2022,Public,Elementary,15,15,20,15,20,70,75,75,0,0,0,0,305
328448,2021-2022,Public,Elementary,35,35,40,40,40,0,0,0,0,0,0,0,190
197410,2021-2022,Public,Elementary,65,55,50,40,35,35,35,25,0,0,0,0,340
336467,2021-2022,Public,Elementary,20,10,15,15,15,10,0,0,0,0,0,0,85
345610,2021-2022,Public,Elementary,45,45,45,40,40,0,0,0,0,0,0,0,215
329215,2021-2022,Public,Elementary,35,35,40,50,35,0,0,0,0,0,0,0,195
925349,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,475,480,485,485,1925
350192,2021-2022,Public,Elementary,40,45,45,45,50,50,0,0,0,0,0,0,275
444522,2021-2022,Public,Elementary,75,55,80,70,75,130,120,120,0,0,0,0,725
329690,2021-2022,Public,Elementary,0,0,0,0,0,230,235,255,0,0,0,0,720
351857,2021-2022,Public,Elementary,25,15,20,25,20,0,0,0,0,0,0,0,105
605063,2021-2022,Public,Elementary,85,80,65,95,0,0,0,0,0,0,0,0,325
925551,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,265,255,250,310,1080
356921,2021-2022,Public,Elementary,55,55,70,70,80,0,0,0,0,0,0,0,330
364150,2021-2022,Public,Elementary,75,85,110,120,120,0,0,0,0,0,0,0,510
365246,2021-2022,Public,Elementary,15,25,25,30,35,30,0,0,0,0,0,0,160
366412,2021-2022,Public,Elementary,50,50,50,45,45,35,0,0,0,0,0,0,275
925535,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,240,265,280,300,1085
372480,2021-2022,Public,Elementary,0,0,0,0,0,190,155,175,0,0,0,0,520
332933,2021-2022,Public,Elementary,90,80,75,90,80,0,0,0,0,0,0,0,415
419607,2021-2022,Public,Elementary,55,50,50,55,50,40,40,40,0,0,0,0,380
164342,2021-2022,Public,Elementary,85,95,95,110,100,105,90,95,0,0,0,0,775
372978,2021-2022,Public,Elementary,40,25,40,50,45,95,85,100,0,0,0,0,480
380164,2021-2022,Public,Elementary,45,45,45,50,45,0,0,0,0,0,0,0,230
382647,2021-2022,Public,Elementary,60,70,75,60,90,0,0,0,0,0,0,0,355
212749,2021-2022,Public,Elementary,85,95,95,115,100,0,0,0,0,0,0,0,490
930660,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,350,315,335,295,1295
411655,2021-2022,Public,Elementary,75,70,70,75,75,0,0,0,0,0,0,0,365
414395,2021-2022,Public,Elementary,15,15,10,10,15,0,0,0,0,0,0,0,65
612932,2021-2022,Public,Elementary,110,120,110,125,140,0,0,0,0,0,0,0,605
427667,2021-2022,Public,Elementary,65,65,60,85,70,0,0,0,0,0,0,0,345
429465,2021-2022,Public,Elementary,20,20,10,10,25,0,0,0,0,0,0,0,85
431966,2021-2022,Public,Elementary,50,55,60,60,50,60,50,60,0,0,0,0,445
905838,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,70,100
436097,2021-2022,Public,Elementary,40,35,50,50,60,0,0,0,0,0,0,0,235
506508,2021-2022,Public,Elementary,0,0,0,0,0,0,0,10,0,0,0,0,10
506613,2021-2022,Public,Elementary,0,0,0,0,0,0,0,10,0,0,0,0,10
918210,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,0,10,30
943381,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,280,290
918202,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,0,20,40
958431,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,150,160
449075,2021-2022,Public,Elementary,35,40,40,45,55,40,0,0,0,0,0,0,255
449032,2021-2022,Public,Elementary,105,115,115,110,130,75,0,0,0,0,0,0,650
935832,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,345,305,305,380,1335
315252,2021-2022,Public,Elementary,60,55,65,85,75,75,65,75,0,0,0,0,555
464171,2021-2022,Public,Elementary,0,0,0,0,0,10,175,165,0,0,0,0,350
465232,2021-2022,Public,Elementary,50,55,45,60,60,0,0,0,0,0,0,0,270
466778,2021-2022,Public,Elementary,60,50,45,50,35,45,35,75,0,0,0,0,395
147831,2021-2022,Public,Elementary,35,40,60,50,55,60,0,0,0,0,0,0,300
476650,2021-2022,Public,Elementary,40,35,30,35,45,0,0,0,0,0,0,0,185
239570,2021-2022,Public,Elementary,70,80,80,80,95,0,0,0,0,0,0,0,405
938009,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,305,400,365,510,1580
484580,2021-2022,Public,Elementary,85,100,80,85,80,0,0,0,0,0,0,0,430
484849,2021-2022,Public,Elementary,115,100,70,95,90,0,0,0,0,0,0,0,470
486400,2021-2022,Public,Elementary,30,25,30,30,25,20,30,40,0,0,0,0,230
487902,2021-2022,Public,Elementary,0,0,0,0,0,210,180,220,0,0,0,0,610
487414,2021-2022,Public,Elementary,40,60,60,60,85,75,65,60,0,0,0,0,505
561022,2021-2022,Public,Elementary,55,50,50,50,55,50,100,105,0,0,0,0,515
493318,2021-2022,Public,Elementary,105,80,105,100,90,100,90,85,0,0,0,0,755
330632,2021-2022,Public,Elementary,120,115,95,110,130,0,0,0,0,0,0,0,570
494275,2021-2022,Public,Elementary,0,0,0,0,0,180,175,210,0,0,0,0,565
494011,2021-2022,Public,Elementary,90,85,110,100,90,0,0,0,0,0,0,0,475
107280,2021-2022,Public,Elementary,0,0,0,0,175,235,190,240,0,0,0,0,840
939596,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,235,255,255,280,1025
501506,2021-2022,Public,Elementary,60,55,55,55,50,0,0,0,0,0,0,0,275
519588,2021-2022,Public,Elementary,55,70,70,70,60,50,0,0,0,0,0,0,375
156880,2021-2022,Public,Elementary,45,50,55,50,45,55,60,70,0,0,0,0,430
509019,2021-2022,Public,Elementary,45,45,55,55,45,40,0,0,0,0,0,0,285
510548,2021-2022,Public,Elementary,65,65,65,60,50,0,0,0,0,0,0,0,305
519871,2021-2022,Public,Elementary,65,55,75,75,95,0,0,0,0,0,0,0,365
514241,2021-2022,Public,Elementary,30,50,40,45,25,0,0,0,0,0,0,0,190
514357,2021-2022,Public,Elementary,35,35,40,35,40,0,0,0,0,0,0,0,185
209969,2021-2022,Public,Elementary,60,65,75,65,75,85,95,70,0,0,0,0,590
514900,2021-2022,Public,Elementary,0,0,0,0,0,120,160,145,0,0,0,0,425
516210,2021-2022,Public,Elementary,30,25,20,25,30,0,0,0,0,0,0,0,130
373279,2021-2022,Public,Elementary,0,0,0,0,0,230,205,210,0,0,0,0,645
516430,2021-2022,Public,Elementary,25,30,30,40,30,30,40,30,0,0,0,0,255
518042,2021-2022,Public,Elementary,60,65,65,60,55,0,0,0,0,0,0,0,305
31851,2021-2022,Public,Elementary,90,105,100,85,100,95,105,100,0,0,0,0,780
626274,2021-2022,Public,Elementary,65,75,85,95,95,90,85,90,0,0,0,0,680
527971,2021-2022,Public,Elementary,50,70,75,65,80,0,0,0,0,0,0,0,340
528137,2021-2022,Public,Elementary,40,55,60,50,60,55,0,0,0,0,0,0,320
24650,2021-2022,Public,Elementary,60,65,75,60,65,0,0,0,0,0,0,0,325
962646,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,275,285,355,430,1345
945978,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,180,265,220,245,910
536733,2021-2022,Public,Elementary,0,0,0,0,10,225,235,220,0,0,0,0,690
948187,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,190,170,180,260,800
550620,2021-2022,Public,Elementary,25,20,20,30,35,60,65,60,0,0,0,0,315
551040,2021-2022,Public,Elementary,80,80,80,85,75,0,0,0,0,0,0,0,400
551422,2021-2022,Public,Elementary,0,0,0,0,0,175,155,150,0,0,0,0,480
619299,2021-2022,Public,Elementary,0,0,0,0,0,0,85,90,0,0,0,0,175
954403,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,295,295,300,305,1195
552259,2021-2022,Public,Elementary,0,0,0,0,0,300,305,355,0,0,0,0,960
552399,2021-2022,Public,Elementary,25,35,30,35,35,0,0,0,0,0,0,0,160
168221,2021-2022,Public,Elementary,45,60,65,65,70,65,55,80,0,0,0,0,505
552887,2021-2022,Public,Elementary,65,65,65,75,75,0,0,0,0,0,0,0,345
557234,2021-2022,Public,Elementary,0,0,0,0,0,325,320,325,0,0,0,0,970
6005,2021-2022,Public,Elementary,55,60,60,50,80,55,50,55,0,0,0,0,465
561037,2021-2022,Public,Elementary,55,55,65,90,85,75,80,80,0,0,0,0,585
561045,2021-2022,Public,Elementary,35,35,35,50,40,0,0,0,0,0,0,0,195
67723,2021-2022,Public,Elementary,110,125,95,115,90,100,75,80,0,0,0,0,790
918440,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,400,375,345,440,1560
578835,2021-2022,Public,Elementary,105,115,125,115,105,0,0,0,0,0,0,0,565
107284,2021-2022,Public,Elementary,105,85,90,100,80,90,100,110,0,0,0,0,760
951404,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,85,105,105,220,515
598720,2021-2022,Public,Elementary,35,30,45,35,40,0,0,0,0,0,0,0,185
600091,2021-2022,Public,Elementary,45,45,55,35,55,0,0,0,0,0,0,0,235
229647,2021-2022,Public,Elementary,65,55,70,55,65,45,45,55,0,0,0,0,455
604780,2021-2022,Public,Elementary,70,75,95,70,85,0,0,0,0,0,0,0,395
605093,2021-2022,Public,Elementary,95,85,85,75,80,0,0,0,0,0,0,0,420
505790,2021-2022,Public,Elementary,0,0,0,0,0,155,140,145,0,0,0,0,440
614238,2021-2022,Public,Elementary,0,0,0,0,0,240,245,275,0,0,0,0,760
618063,2021-2022,Public,Elementary,30,30,35,30,35,0,0,0,0,0,0,0,160
619981,2021-2022,Public,Elementary,95,85,105,110,105,0,0,0,0,0,0,0,500
439738,2021-2022,Protestant Separate,Elementary,50,40,35,30,25,25,30,30,0,0,0,0,265
706299,2021-2022,Catholic,Elementary,50,75,45,60,60,65,55,70,0,0,0,0,480
704261,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,175,165,180,195,715
737970,2021-2022,Catholic,Elementary,85,70,65,70,85,90,80,70,0,0,0,0,615
720240,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,140,170,135,180,625
721344,2021-2022,Catholic,Elementary,20,20,25,25,15,20,30,25,0,0,0,0,180
731358,2021-2022,Catholic,Elementary,15,25,15,25,10,20,20,10,0,0,0,0,140
730688,2021-2022,Catholic,Elementary,30,40,40,50,45,55,50,50,0,0,0,0,360
832146,2021-2022,Catholic,Elementary,10,15,15,20,15,25,20,30,0,0,0,0,150
767751,2021-2022,Catholic,Elementary,20,20,20,25,25,25,15,25,0,0,0,0,175
771783,2021-2022,Catholic,Elementary,55,65,50,50,65,60,60,50,0,0,0,0,455
774383,2021-2022,Catholic,Elementary,25,35,40,30,40,40,45,40,0,0,0,0,295
781304,2021-2022,Catholic,Elementary,55,75,65,75,50,65,60,80,0,0,0,0,525
786667,2021-2022,Catholic,Elementary,40,35,45,40,35,35,40,40,0,0,0,0,310
788147,2021-2022,Catholic,Elementary,65,65,90,60,85,90,65,80,0,0,0,0,600
850977,2021-2022,Catholic,Elementary,45,45,45,60,50,60,65,60,0,0,0,0,430
804932,2021-2022,Catholic,Elementary,35,25,30,30,25,35,20,25,0,0,0,0,225
751383,2021-2022,Catholic,Elementary,20,25,20,25,30,20,30,25,0,0,0,0,195
741620,2021-2022,Catholic,Elementary,20,15,15,15,25,30,20,30,0,0,0,0,170
704318,2021-2022,Catholic,Elementary,20,20,25,25,25,25,25,25,0,0,0,0,190
809535,2021-2022,Catholic,Elementary,70,55,45,55,45,50,45,55,0,0,0,0,420
705870,2021-2022,Catholic,Elementary,20,20,20,15,20,15,20,15,0,0,0,0,145
706000,2021-2022,Catholic,Elementary,50,35,50,40,35,40,35,35,0,0,0,0,320
830020,2021-2022,Catholic,Elementary,10,15,10,10,15,15,10,10,0,0,0,0,95
828858,2021-2022,Catholic,Elementary,20,30,25,30,25,25,25,25,0,0,0,0,205
825654,2021-2022,Catholic,Elementary,20,25,25,25,30,35,20,30,0,0,0,0,210
830410,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,160,190,230,200,780
829242,2021-2022,Catholic,Elementary,25,20,20,10,20,15,20,15,0,0,0,0,145
733253,2021-2022,Catholic,Elementary,40,35,35,45,35,50,35,45,0,0,0,0,320
840165,2021-2022,Catholic,Elementary,25,25,20,25,25,25,25,25,0,0,0,0,195
843024,2021-2022,Catholic,Elementary,20,30,35,35,30,40,30,40,0,0,0,0,260
842893,2021-2022,Catholic,Elementary,20,10,25,20,25,20,25,10,0,0,0,0,155
841498,2021-2022,Catholic,Elementary,35,30,35,30,30,25,30,25,0,0,0,0,240
845361,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,255,275,260,275,1065
851116,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,285,290,260,315,1150
851477,2021-2022,Catholic,Elementary,30,30,35,30,40,30,30,35,0,0,0,0,260
855006,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,65,70,65,60,260
714123,2021-2022,Catholic,Elementary,0,0,10,0,10,0,0,0,0,0,0,0,20
728896,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,0,0,10,0,10
185930,2021-2022,Public,Elementary,20,25,30,25,20,25,40,30,0,0,0,0,215
2283,2021-2022,Public,Elementary,25,30,20,20,35,25,0,0,0,0,0,0,155
911609,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,45,45
9563,2021-2022,Public,Elementary,45,30,25,25,35,30,25,20,0,0,0,0,235
11550,2021-2022,Public,Elementary,25,40,35,25,35,40,45,40,0,0,0,0,285
11525,2021-2022,Public,Elementary,0,0,0,0,0,10,10,10,0,0,0,0,30
26590,2021-2022,Public,Elementary,10,10,10,10,15,10,15,15,0,0,0,0,95
941542,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,165,165
73393,2021-2022,Public,Elementary,15,20,10,15,20,10,20,15,0,0,0,0,125
84310,2021-2022,Public,Elementary,0,0,0,40,30,55,0,0,0,0,0,0,125
85618,2021-2022,Public,Elementary,15,20,20,20,30,25,25,20,0,0,0,0,175
101478,2021-2022,Public,Elementary,20,15,20,15,20,15,15,20,0,0,0,0,140
901121,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,50,40,45,40,175
105627,2021-2022,Public,Elementary,40,40,35,40,35,40,50,55,0,0,0,0,335
107719,2021-2022,Public,Elementary,25,35,30,40,30,35,0,0,0,0,0,0,195
494578,2021-2022,Public,Elementary,0,0,0,0,0,0,55,75,0,0,0,0,130
895237,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,95,100,120,150,465
122920,2021-2022,Public,Elementary,20,15,25,25,20,15,25,15,0,0,0,0,160
131008,2021-2022,Public,Elementary,35,45,40,40,25,45,0,0,0,0,0,0,230
4502,2021-2022,Public,Elementary,20,25,15,0,0,0,0,0,0,0,0,0,60
909319,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,95,95,105,155,450
672785,2021-2022,Public,Elementary,10,10,10,10,10,10,10,30,0,0,0,0,100
308439,2021-2022,Public,Elementary,25,20,25,30,30,25,45,40,0,0,0,0,240
145807,2021-2022,Public,Elementary,15,10,15,10,10,10,0,0,0,0,0,0,70
359529,2021-2022,Public,Elementary,0,0,0,0,0,0,125,135,0,0,0,0,260
920622,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,200,155,180,215,750
311944,2021-2022,Public,Elementary,20,10,10,10,10,10,15,15,0,0,0,0,100
314676,2021-2022,Public,Elementary,35,30,45,30,35,30,30,25,0,0,0,0,260
116646,2021-2022,Public,Elementary,0,0,0,0,0,0,75,75,0,0,0,0,150
923354,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,65,75,65,60,265
53221,2021-2022,Public,Elementary,0,0,0,0,0,0,75,80,0,0,0,0,155
923486,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,185,215,195,240,835
923613,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,120,155,115,130,520
328197,2021-2022,Public,Elementary,70,55,70,50,70,80,65,90,0,0,0,0,550
924679,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,105,90,85,120,400
237582,2021-2022,Public,Elementary,10,15,20,15,20,20,15,20,0,0,0,0,135
125261,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
902935,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,35,35
410918,2021-2022,Public,Elementary,45,60,60,35,60,55,50,50,0,0,0,0,415
456632,2021-2022,Public,Elementary,50,40,45,40,45,45,45,60,0,0,0,0,370
464309,2021-2022,Public,Elementary,20,15,25,25,25,25,0,0,0,0,0,0,135
468070,2021-2022,Public,Elementary,80,90,90,100,65,60,0,0,0,0,0,0,485
136964,2021-2022,Public,Elementary,10,15,15,15,15,10,10,15,0,0,0,0,105
612966,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
926386,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,0,10,20
479403,2021-2022,Public,Elementary,30,50,35,50,60,45,0,0,0,0,0,0,270
496154,2021-2022,Public,Elementary,10,20,10,15,10,15,10,10,0,0,0,0,100
941298,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,95,110,105,155,465
569992,2021-2022,Public,Elementary,75,50,55,55,50,50,50,75,0,0,0,0,460
314935,2021-2022,Public,Elementary,45,60,55,65,60,55,0,0,0,0,0,0,340
602558,2021-2022,Public,Elementary,25,20,20,0,0,0,0,0,0,0,0,0,65
892939,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,25,35,30,30,120
343404,2021-2022,Public,Elementary,0,0,0,0,0,0,10,30,0,0,0,0,40
97209,2021-2022,Public,Elementary,15,15,15,10,10,15,20,15,0,0,0,0,115
141518,2021-2022,Public,Elementary,25,30,30,20,30,25,35,30,0,0,0,0,225
596092,2021-2022,Public,Elementary,0,0,0,0,0,0,85,85,0,0,0,0,170
910872,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,165,155,165,200,685
280747,2021-2022,Public,Elementary,35,25,20,25,35,30,0,0,0,0,0,0,170
350818,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
366285,2021-2022,Public,Elementary,10,10,10,10,10,15,10,10,0,0,0,0,85
383058,2021-2022,Public,Elementary,10,0,10,10,10,10,0,10,0,0,0,0,60
500445,2021-2022,Public,Elementary,20,20,15,20,20,20,0,0,0,0,0,0,115
937657,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,25,35,25,30,115
9954,2021-2022,Public,Elementary,10,15,10,10,15,10,10,15,0,0,0,0,95
487830,2021-2022,Public,Elementary,40,45,45,40,40,40,0,0,0,0,0,0,250
540005,2021-2022,Public,Elementary,10,10,15,15,10,10,10,15,0,0,0,0,95
689939,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,175,165,165,165,670
689343,2021-2022,Catholic,Elementary,0,0,0,0,0,0,0,160,0,0,0,0,160
695211,2021-2022,Catholic,Elementary,10,15,10,10,15,10,15,0,0,0,0,0,85
752410,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
717185,2021-2022,Catholic,Elementary,15,15,15,10,15,10,10,0,0,0,0,0,90
742147,2021-2022,Catholic,Elementary,25,25,30,30,25,35,30,0,0,0,0,0,200
744654,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,0,0,0,0,0,70
745910,2021-2022,Catholic,Elementary,50,35,45,45,35,35,30,0,0,0,0,0,275
748129,2021-2022,Catholic,Elementary,35,30,30,35,25,25,25,0,0,0,0,0,205
712927,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,10,10,15,10,45
769185,2021-2022,Catholic,Elementary,10,15,15,10,10,15,15,10,0,0,0,0,100
774251,2021-2022,Catholic,Elementary,10,10,10,15,10,15,10,10,0,0,0,0,90
753580,2021-2022,Catholic,Elementary,45,30,35,35,40,30,30,0,0,0,0,0,245
798568,2021-2022,Catholic,Elementary,15,15,10,15,10,10,15,15,0,0,0,0,105
802980,2021-2022,Catholic,Elementary,20,25,20,15,15,20,15,20,0,0,0,0,150
814962,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,125,95,90,155,465
806382,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
806234,2021-2022,Catholic,Elementary,30,45,45,30,30,40,70,50,0,0,0,0,340
829501,2021-2022,Catholic,Elementary,20,20,20,25,20,25,30,15,0,0,0,0,175
835226,2021-2022,Catholic,Elementary,10,10,10,10,10,15,15,10,0,0,0,0,90
856410,2021-2022,Catholic,Elementary,30,25,30,30,40,35,30,0,0,0,0,0,220
724076,2021-2022,Catholic,Elementary,40,35,35,35,35,30,0,0,0,0,0,0,210
854186,2021-2022,Catholic,Elementary,0,0,0,0,0,0,0,100,0,0,0,0,100
724082,2021-2022,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
18830,2021-2022,Public,Elementary,20,20,20,25,20,30,25,25,0,0,0,0,185
2305,2021-2022,Public,Elementary,15,15,15,10,10,15,0,0,0,0,0,0,80
892416,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,155,145,140,185,625
37648,2021-2022,Public,Elementary,25,30,15,25,15,15,25,20,0,0,0,0,170
93157,2021-2022,Public,Elementary,30,15,30,25,25,30,0,0,0,0,0,0,155
100757,2021-2022,Public,Elementary,60,50,55,55,40,45,40,40,0,0,0,0,385
113956,2021-2022,Public,Elementary,40,45,35,25,50,45,35,35,0,0,0,0,310
167380,2021-2022,Public,Elementary,35,35,40,45,40,40,35,35,0,0,0,0,305
925365,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,145,150,130,195,620
253472,2021-2022,Public,Elementary,55,55,50,50,30,30,25,30,0,0,0,0,325
256307,2021-2022,Public,Elementary,40,30,40,35,35,55,55,45,0,0,0,0,335
291790,2021-2022,Public,Elementary,15,15,10,10,15,10,10,15,0,0,0,0,100
291404,2021-2022,Public,Elementary,45,55,40,45,40,45,45,35,0,0,0,0,350
904767,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,75,60,65,80,280
924431,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,45,65,60,95,265
355224,2021-2022,Public,Elementary,25,25,30,20,25,30,25,30,0,0,0,0,210
932434,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,90,110,80,125,405
469114,2021-2022,Public,Elementary,10,15,10,10,15,10,10,10,0,0,0,0,90
444677,2021-2022,Public,Elementary,20,10,15,10,10,20,20,20,0,0,0,0,125
462489,2021-2022,Public,Elementary,30,25,30,15,20,30,0,0,0,0,0,0,150
581336,2021-2022,Public,Elementary,15,15,15,25,20,20,35,25,0,0,0,0,170
937916,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,85,65,80,85,315
193735,2021-2022,Public,Elementary,0,0,0,0,0,0,75,60,0,0,0,0,135
937983,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,80,80
11770,2021-2022,Public,Elementary,30,35,35,45,45,45,40,35,0,0,0,0,310
32700,2021-2022,Public,Elementary,10,10,10,10,10,10,15,10,0,0,0,0,85
123885,2021-2022,Public,Elementary,75,75,80,75,80,75,80,80,0,0,0,0,620
902747,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,100,115,100,125,440
90557,2021-2022,Public,Elementary,45,60,55,50,50,60,40,45,0,0,0,0,405
605492,2021-2022,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
2933,2021-2022,Public,Elementary,20,25,20,20,15,25,20,25,0,0,0,0,170
3131,2021-2022,Public,Elementary,35,35,50,35,75,90,90,70,0,0,0,0,480
277495,2021-2022,Public,Elementary,70,90,70,70,85,80,70,80,0,0,0,0,615
11584,2021-2022,Public,Elementary,35,40,50,55,55,55,60,75,0,0,0,0,425
12971,2021-2022,Public,Elementary,45,45,35,35,40,30,30,35,0,0,0,0,295
186666,2021-2022,Public,Elementary,40,55,40,40,80,80,80,75,0,0,0,0,490
305731,2021-2022,Public,Elementary,35,30,40,25,45,50,35,45,0,0,0,0,305
186236,2021-2022,Public,Elementary,90,70,80,70,80,70,70,75,0,0,0,0,605
505808,2021-2022,Public,Elementary,60,60,45,70,85,110,85,90,0,0,0,0,605
314617,2021-2022,Public,Elementary,35,30,30,40,40,35,30,35,0,0,0,0,275
893064,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,400,410,370,405,1585
893323,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,330,315,315,310,1270
34762,2021-2022,Public,Elementary,30,40,25,20,30,35,30,30,0,0,0,0,240
37125,2021-2022,Public,Elementary,35,40,40,45,20,45,45,35,0,0,0,0,305
894060,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,345,375,385,480,1585
32298,2021-2022,Public,Elementary,50,85,60,65,60,60,75,55,0,0,0,0,510
28130,2021-2022,Public,Elementary,60,80,70,70,55,70,50,70,0,0,0,0,525
895792,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,325,325,310,325,1285
60445,2021-2022,Public,Elementary,10,10,15,20,20,15,25,20,0,0,0,0,135
80268,2021-2022,Public,Elementary,60,75,65,65,40,40,35,40,0,0,0,0,420
456756,2021-2022,Public,Elementary,85,105,90,90,100,90,80,85,0,0,0,0,725
111465,2021-2022,Public,Elementary,40,50,45,40,50,60,0,0,0,0,0,0,285
114472,2021-2022,Public,Elementary,20,30,15,30,35,35,35,35,0,0,0,0,235
116815,2021-2022,Public,Elementary,50,45,45,55,50,45,40,45,0,0,0,0,375
902551,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,355,380,335,380,1450
383708,2021-2022,Public,Elementary,20,20,20,20,20,25,30,25,0,0,0,0,180
185973,2021-2022,Public,Elementary,45,45,50,65,75,60,75,70,0,0,0,0,485
125482,2021-2022,Public,Elementary,20,25,25,20,30,20,40,25,0,0,0,0,205
130893,2021-2022,Public,Elementary,40,40,35,40,35,35,25,30,0,0,0,0,280
160172,2021-2022,Public,Elementary,25,35,30,35,20,20,25,30,0,0,0,0,220
907383,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,345,335,285,375,1340
908274,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,120,130,105,110,465
402811,2021-2022,Public,Elementary,0,0,0,0,0,0,80,70,0,0,0,0,150
181323,2021-2022,Public,Elementary,40,45,30,50,35,35,45,40,0,0,0,0,320
